request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_load_time_s_mean,offload_alloc_failures,offload_alloc_failures_delta,engine
e0e8f15f-9490-48d1-9407-b089b6f5ea25,van_c8,psf__requests-1963,psf__requests-1963,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,agentic,header,4,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,2,16095,1784703880.0225036,1784703899.1642551,1784703899.1642551,200,7344.0,629.0,,response,,,19.141751527786255,,,False,,,False,True,False,1,False,,1,root,2,16095,1.0,1784703875.023,0.0,0,0,0,0.0,815355,0.0,53135,0.0,,,737616,0.0,,,,,,,,,,,,,,vllm
35a060f3-9317-4a78-896b-330f59315f26,van_c8,mwaskom__seaborn-2848,mwaskom__seaborn-2848,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,agentic,header,7,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,2,16385,1784703880.3447495,1784703907.6388571,1784703907.6388571,200,7411.0,911.0,,response,,,27.294107675552368,,,False,,,False,True,False,1,False,,1,root,2,16385,1.0,1784703880.023,0.0,0,0,0,0.0,815355,0.0,53135,0.0,,,737616,0.0,,,,,,,,,,,,,,vllm
d442fd26-3a57-4537-ab67-fccf9bb4b769,van_c8,pallets__flask-4045,pallets__flask-4045,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,agentic,header,15,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,2,15630,1784703881.1780188,1784703896.4782028,1784703896.4782028,200,7214.0,493.0,,response,,,15.30018401145935,,,False,,,False,True,False,1,False,,1,root,2,15630,1.0,1784703880.023,0.0,0,0,0,0.0,815355,0.0,53135,0.0,,,737616,0.0,,,,,,,,,,,,,,vllm
fd0b55cd-fee2-44d4-a720-a99ab1a9b99a,van_c8,pydata__xarray-3364,pydata__xarray-3364,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,2,16046,1784703882.0477111,1784703904.8076422,1784703904.8076422,200,7297.0,750.0,,response,,,22.759931087493896,,,False,,,False,True,False,1,False,,1,root,2,16046,1.0,1784703880.023,0.0,0,0,0,0.0,815355,0.0,53135,0.0,,,737616,0.0,,,,,,,,,,,,,,vllm
0d3850d6-4a48-4506-a21c-0e39f261f6a6,van_c8,pallets__flask-4045,pallets__flask-4045,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,agentic,header,16,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,3fc9914dc964608119de169a54a410001346cc7a94825d0662b8a27c94946bb6,c7a4766d00e6da3f4066079a0746d5dba8caaee5146cfa548b2aa1d0c22757b3,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,4,18357,1784703896.5856109,1784703909.211925,1784703909.211925,200,7801.0,434.0,,response,,,12.626314163208008,,,False,0.10740804672241211,587.0,True,False,False,1,False,,1,root,2,15630,0.8514463147573132,1784703895.023,0.1073078538429231,0,4,0,0.0,844621,0.0,54262,712.0,,,764240,0.0,,,,,,,,,,,,,,vllm
f607e49d-77b4-43af-aec7-d3132ae69384,van_c8,psf__requests-1963,psf__requests-1963,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,agentic,header,5,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,e86be466c8002cc5755cdb3a5b944e6856ac7aab18a0a77cb353c7a16f7d8f3e,8ca57c8ebd1181d920f2e474a341974db8b0521ca0744bf1b88cf6f751f9fc31,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,4,19436,1784703899.253058,1784703920.13157,1784703920.13157,200,7991.0,665.0,,response,,,20.878512144088745,,,False,0.08880281448364258,647.0,True,False,False,1,False,,1,root,2,16095,0.828102490224326,1784703895.023,0.1073078538429231,0,4,0,0.0,844621,0.0,54262,712.0,,,764240,0.0,,,,,,,,,,,,,,vllm
0ff54d63-a8d7-4257-bd3a-f810cb4dbd88,van_c8,pydata__xarray-3364,pydata__xarray-3364,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,agentic,header,1,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,780187ba4bfd2862ef9178c165540b3b5530ee8bf8309836148f46ec8a35030a,c393119fe775d98481a456a44ed3fee3fc90c1055e608978569cf21337c297e2,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,4,19782,1784703904.888748,1784703919.4591763,1784703919.4591763,200,8065.0,445.0,,response,,,14.570428371429443,,,False,0.08110570907592773,768.0,True,False,False,1,False,,1,root,2,16046,0.8111414417146902,1784703900.023,0.112032759344813,0,4,0,0.0,844621,0.0,54970,708.0,,,764240,0.0,,,,,,,,,,,,,,vllm
9b0a5fdf-0742-45a9-98c8-d2d84140091b,van_c8,mwaskom__seaborn-2848,mwaskom__seaborn-2848,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,agentic,header,8,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,93c7a32b49f01aad87f342a72c8b7713c5100e6cea65105588f01d94972006aa,d178540028c58b10989de986f0d5fec57b412edf85aef2c594d06f2d6e17adf3,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,4,20980,1784703907.718578,1784703931.749226,1784703931.749226,200,8340.0,519.0,,response,,,24.03064799308777,,,False,0.07972097396850586,929.0,True,False,False,1,False,,1,root,2,16385,0.7809818875119161,1784703905.023,0.117177656446871,0,4,0,0.0,860413,15792.0,55645,675.0,0.9918946301925026,,779904,15664.0,15.0,0.160239577293396,1.535564661024998e-05,0.054541066288944506,17.11781146004796,,,,,,,,,vllm
c18c953b-ebfe-4748-870c-c3e2a1d9a891,van_c8,pallets__flask-4045,pallets__flask-4045,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,agentic,header,17,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,329ad59d7e6812a594f3e8fa58aa9e922d36c43fe694a6eb9713850ef1b6f8b6,f8ef3fd2c2bed10a7420ecffa1c2bbb95e6f48d9694633797990910cb67d8e05,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,6,20735,1784703910.2065897,1784703920.1331182,1784703920.1331182,200,8325.0,284.0,,response,,,9.926528453826904,,,False,0.9946646690368652,524.0,True,False,False,1,False,,1,root,2,15630,0.7537979262117193,1784703910.023,0.121797564048719,0,4,0,0.0,868478,8065.0,56339,694.0,0.9959082455052697,,787936,8032.0,2609.0,0.14751005172729492,3.688037395500063e-06,1.4287058636546206,21.284722574055195,,,,,,,,,vllm
f6810fc7-9b61-4144-977d-1c90bf2b6c96,van_c8,pylint-dev__pylint-5859,pylint-dev__pylint-5859,a81963ae8de5718c06794c09dc1aa80665637004462c81f06869c80501c21d56,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,a81963ae8de5718c06794c09dc1aa80665637004462c81f06869c80501c21d56,a81963ae8de5718c06794c09dc1aa80665637004462c81f06869c80501c21d56,2,16400,1784703917.1821058,1784703956.7838986,1784703956.7838986,200,7491.0,939.0,,response,,,39.60179281234741,,,False,,,False,True,False,1,False,,1,root,2,16400,1.0,1784703915.023,0.1030029399412011,0,3,0,0.0,876818,8340.0,56995,656.0,0.9976019184652278,,796256,8320.0,54.0,0.1176910400390625,7.2494149208e-06,0.09881790727376938,19.807613350450993,,,,,,,,,vllm
