request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,plas_key,plas_service_cum,plas_priority,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,response_id,tool_called,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_alloc_failures,offload_alloc_failures_delta,offload_load_time_s,offload_load_time_s_delta,offload_load_ms_per_byte,offload_store_time_s,offload_store_time_s_delta,offload_store_ms_per_byte,engine,hint_hints_received,hint_hints_unknown_req,hint_hints_no_blocks,hint_blocks_willneed,hint_blocks_dontneed,hint_blocks_pageout,hint_blocks_expired,hint_blocks_noop,hint_blocks_resumed,hint_blocks_dead_resurrected,hint_blocks_stolen_dead,hint_blocks_stolen_later,hint_blocks_stolen_soon,hint_apply_seconds,hint_reap_seconds,hint_record_seconds,hint_record_calls,hint_hint_queue_reached,hint_head_resident_probes,hint_head_absent,hint_head_refcnt_zero,hint_dead_included_root,hint_head_protected,hint_resurrect_head,hint_resurrect_tail,hint_shared_run_samples,hint_shared_run_sum,hint_shared_run_min,hint_shared_run_mean,hint_distinct_roots,hint_hash_chain_entries,hint_blocks_from_normal,hint_alloc_normal_after_dead,hint_hinted_inside_shared_run,hint_hint_lag_steps_sum,hint_hint_lag_max,hint_hint_lag_samples,hint_hint_lag_steps_mean,hint_prologue_probe_samples,hint_prologue_run_sum,hint_prologue_resident_sum,hint_prologue_referenced_sum,hint_prologue_first_hole_sum,hint_prologue_run_mean,hint_prologue_resident_mean,hint_prologue_referenced_mean,hint_prologue_first_hole_mean,hint_remote_kv_waiters_sum,hint_inflight_reserved_sum,hint_census_samples,hint_first_miss_probes,hint_first_miss_was_hinted,hint_first_miss_same_seq,hint_first_miss_other_seq,hint_first_miss_unknown_seq,hint_first_miss_hint_age_sum,hint_first_miss_hint_age_mean,hint_record_ms_mean,proxy_hint_tracked_sequences,proxy_hint_done_hints_sent,proxy_hint_done_no_known_requests,proxy_hint_hint_post_ok,proxy_hint_hint_post_failed,proxy_hint_hint_post_errors,proxy_hint_hint_post_404,proxy_hint_gap_hints_sent,proxy_hint_gap_hint_skipped_cold,proxy_hint_gap_discarded_stale,proxy_hint_tools_learned
01d0c75f-9c3d-4065-86a5-203ff95076df,2gaphint_c76,mwaskom__seaborn-2848,mwaskom__seaborn-2848,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,agentic,header,37,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,2,16385,mwaskom__seaborn-2848,21328,,1785850335.1316972,1785850436.8495047,1785850436.8495047,200,7415,947,4688,response,,,chatcmpl-b23a755debef28dc,,101.71780753135681,,,False,,,False,True,False,1,False,,1,root,2,16385,1.0,1785850330.132,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,100,4,412,,,,312,8,,"{""file_editor"": {""ewma_gap_ms"": 257.7, ""n"": 1313}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 1666.3, ""n"": 726}, ""think"": {""ewma_gap_ms"": 409.7, ""n"": 401}}"
87f8f4d8-edf6-4f4a-932a-6a9dc28108b2,2gaphint_c76,matplotlib__matplotlib-23299,matplotlib__matplotlib-23299,e7fb61ec58951a10d849993bdcfdf26c1c9b41cd293ac0284661579ff1443a70,agentic,header,32,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,e7fb61ec58951a10d849993bdcfdf26c1c9b41cd293ac0284661579ff1443a70,e7fb61ec58951a10d849993bdcfdf26c1c9b41cd293ac0284661579ff1443a70,2,17320,matplotlib__matplotlib-23299,35899,,1785850335.1337838,1785850721.1060162,1785850721.1060162,200,7669,3036,0,response,,,chatcmpl-b808f7bab73fd73e,think,385.97223234176636,,,False,,,False,True,False,1,False,,1,root,2,17320,1.0,1785850335.132,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,100,4,412,,,,312,8,,"{""file_editor"": {""ewma_gap_ms"": 257.7, ""n"": 1313}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 1666.3, ""n"": 726}, ""think"": {""ewma_gap_ms"": 409.7, ""n"": 401}}"
6a6776a2-0b39-43a5-b728-05accd46d445,2gaphint_c76,django__django-11001,django__django-11001,343fefcb87ccf042fc8ba135509f34b85ffb10e719a71f7f85e4f574b4ad4195,agentic,header,57,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,343fefcb87ccf042fc8ba135509f34b85ffb10e719a71f7f85e4f574b4ad4195,343fefcb87ccf042fc8ba135509f34b85ffb10e719a71f7f85e4f574b4ad4195,2,17713,django__django-11001,37635,,1785850335.8243341,1785850419.1355107,1785850419.1355107,200,7675,716,4688,response,,,chatcmpl-87cf3a61c0fe3f8f,think,83.31117653846741,,,False,,,False,True,False,1,False,,1,root,2,17713,1.0,1785850335.132,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,100,4,412,,,,312,8,,"{""file_editor"": {""ewma_gap_ms"": 257.7, ""n"": 1313}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 1666.3, ""n"": 726}, ""think"": {""ewma_gap_ms"": 409.7, ""n"": 401}}"
b3db3580-af61-4277-8871-e48d65526ba3,2gaphint_c76,pallets__flask-4045,pallets__flask-4045,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,agentic,header,66,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,2,15630,pallets__flask-4045,27059,,1785850335.932309,1785850421.5222468,1785850421.5222468,200,7218,749,4688,response,,,chatcmpl-8551c5d06cce9206,think,85.58993792533875,,,False,,,False,True,False,1,False,,1,root,2,15630,1.0,1785850335.132,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,100,4,412,,,,312,8,,"{""file_editor"": {""ewma_gap_ms"": 257.7, ""n"": 1313}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 1666.3, ""n"": 726}, ""think"": {""ewma_gap_ms"": 409.7, ""n"": 401}}"
67922d97-87cc-4bb9-953c-6879e102b0c8,2gaphint_c76,pylint-dev__pylint-7080,pylint-dev__pylint-7080,b49786435607eef849d6719daa6f1ee85053c38a3d51d0e3c2ce7018fede6f93,agentic,header,56,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,b49786435607eef849d6719daa6f1ee85053c38a3d51d0e3c2ce7018fede6f93,b49786435607eef849d6719daa6f1ee85053c38a3d51d0e3c2ce7018fede6f93,2,41155,pylint-dev__pylint-7080,33230,,1785850336.0278203,1785850472.1317527,1785850472.1317527,200,14890,1322,4688,response,,,chatcmpl-ab4ec8dd2535da99,think,136.10393238067627,,,False,,,False,True,False,1,False,,1,root,2,41155,1.0,1785850335.132,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,100,4,412,,,,312,8,,"{""file_editor"": {""ewma_gap_ms"": 257.7, ""n"": 1313}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 1666.3, ""n"": 726}, ""think"": {""ewma_gap_ms"": 409.7, ""n"": 401}}"
1a521931-ec5c-4449-af55-e6c89e260bfe,2gaphint_c76,astropy__astropy-12907,astropy__astropy-12907,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,agentic,header,54,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,2,16722,astropy__astropy-12907,36846,,1785850336.717696,1785850417.3831894,1785850417.3831894,200,7494,689,4688,response,,,chatcmpl-b3aa3c21c10bff45,think,80.66549348831177,,,False,,,False,True,False,1,False,,1,root,2,16722,1.0,1785850335.132,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,100,4,412,,,,312,8,,"{""file_editor"": {""ewma_gap_ms"": 257.7, ""n"": 1313}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 1666.3, ""n"": 726}, ""think"": {""ewma_gap_ms"": 409.7, ""n"": 401}}"
c043343c-6f0d-4ae4-9765-b3e80f9cf82f,2gaphint_c76,pylint-dev__pylint-6506,pylint-dev__pylint-6506,58a0a8f1b104c8c2a1aada2f047a9f30202e24c4fa02d8030d2c604130bc47e8,agentic,header,47,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,58a0a8f1b104c8c2a1aada2f047a9f30202e24c4fa02d8030d2c604130bc47e8,58a0a8f1b104c8c2a1aada2f047a9f30202e24c4fa02d8030d2c604130bc47e8,2,17191,pylint-dev__pylint-6506,36029,,1785850336.9229383,1785850407.964735,1785850407.964735,200,7682,588,4704,response,,,chatcmpl-97d623fbab9436c2,file_editor,71.04179668426514,,,False,,,False,True,False,1,False,,1,root,2,17191,1.0,1785850335.132,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,100,4,412,,,,312,8,,"{""file_editor"": {""ewma_gap_ms"": 257.7, ""n"": 1313}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 1666.3, ""n"": 726}, ""think"": {""ewma_gap_ms"": 409.7, ""n"": 401}}"
3cce9b77-ce76-4c27-9676-7971dfa9c900,2gaphint_c76,sympy__sympy-12236,sympy__sympy-12236,e37dffd31c7f055744764336211259c62644b8b98b1fcbaba21359306fcf37ab,agentic,header,21,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,e37dffd31c7f055744764336211259c62644b8b98b1fcbaba21359306fcf37ab,e37dffd31c7f055744764336211259c62644b8b98b1fcbaba21359306fcf37ab,2,17412,sympy__sympy-12236,17916,,1785850337.2340636,1785850509.5131125,1785850509.5131125,200,7870,1644,4688,response,,,chatcmpl-a4b94694a47d9e46,think,172.27904891967773,,,False,,,False,True,False,1,False,,1,root,2,17412,1.0,1785850335.132,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,100,4,412,,,,312,8,,"{""file_editor"": {""ewma_gap_ms"": 257.7, ""n"": 1313}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 1666.3, ""n"": 726}, ""think"": {""ewma_gap_ms"": 409.7, ""n"": 401}}"
7d0c6e25-6067-4956-a5b2-3eebf08edd30,2gaphint_c76,astropy__astropy-14365,astropy__astropy-14365,9f8a0de124a202e342ec6c909134912a8a18df1147a3f401a33307e56bc0fce0,agentic,header,48,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,9f8a0de124a202e342ec6c909134912a8a18df1147a3f401a33307e56bc0fce0,9f8a0de124a202e342ec6c909134912a8a18df1147a3f401a33307e56bc0fce0,2,16831,astropy__astropy-14365,79018,,1785850337.9188435,1785850410.4224422,1785850410.4224422,200,7638,617,4704,response,,,chatcmpl-9eaa755c1389c1fa,terminal,72.50359869003296,,,False,,,False,True,False,1,False,,1,root,2,16831,1.0,1785850335.132,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,100,4,412,,,,312,8,,"{""file_editor"": {""ewma_gap_ms"": 257.7, ""n"": 1313}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 1666.3, ""n"": 726}, ""think"": {""ewma_gap_ms"": 409.7, ""n"": 401}}"
5f708683-befb-4772-8581-85a1bd23b0df,2gaphint_c76,sympy__sympy-12454,sympy__sympy-12454,17ac097d950e5b75e87bc0c573b9f2e6c8e64394cfec2909f3389905dfb24e1f,agentic,header,27,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,17ac097d950e5b75e87bc0c573b9f2e6c8e64394cfec2909f3389905dfb24e1f,17ac097d950e5b75e87bc0c573b9f2e6c8e64394cfec2909f3389905dfb24e1f,2,16707,sympy__sympy-12454,17722,,1785850339.8186743,1785850597.1289177,1785850597.1289177,200,7579,2341,4704,response,,,chatcmpl-8f3aceef1707d6ad,file_editor,257.3102433681488,,,False,,,False,True,False,1,False,,1,root,2,16707,1.0,1785850335.132,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,100,4,412,,,,312,8,,"{""file_editor"": {""ewma_gap_ms"": 257.7, ""n"": 1313}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 1666.3, ""n"": 726}, ""think"": {""ewma_gap_ms"": 409.7, ""n"": 401}}"
