request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,response_id,tool_called,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_load_time_s_mean,offload_alloc_failures,offload_alloc_failures_delta,engine,hint_hints_received,hint_hints_unknown_req,hint_hints_no_blocks,hint_blocks_willneed,hint_blocks_dontneed,hint_blocks_pageout,hint_blocks_expired,hint_blocks_noop,hint_blocks_resumed,hint_blocks_dead_resurrected,hint_blocks_stolen_dead,hint_blocks_stolen_later,hint_blocks_stolen_soon,hint_apply_seconds,hint_reap_seconds,hint_record_seconds,hint_record_calls,hint_hint_queue_reached,hint_head_resident_probes,hint_head_absent,hint_head_refcnt_zero,hint_dead_included_root,hint_head_protected,hint_resurrect_head,hint_resurrect_tail,hint_shared_run_samples,hint_shared_run_sum,hint_shared_run_min,hint_shared_run_mean,hint_distinct_roots,hint_hash_chain_entries,hint_blocks_from_normal,hint_alloc_normal_after_dead,hint_hinted_inside_shared_run,hint_hint_lag_steps_sum,hint_hint_lag_max,hint_hint_lag_samples,hint_hint_lag_steps_mean,hint_prologue_probe_samples,hint_prologue_run_sum,hint_prologue_resident_sum,hint_prologue_referenced_sum,hint_prologue_first_hole_sum,hint_prologue_run_mean,hint_prologue_resident_mean,hint_prologue_referenced_mean,hint_prologue_first_hole_mean,hint_remote_kv_waiters_sum,hint_inflight_reserved_sum,hint_census_samples,hint_first_miss_probes,hint_first_miss_was_hinted,hint_first_miss_same_seq,hint_first_miss_other_seq,hint_first_miss_unknown_seq,hint_first_miss_hint_age_sum,hint_first_miss_hint_age_mean,hint_record_ms_mean,proxy_hint_tracked_sequences,proxy_hint_done_hints_sent,proxy_hint_done_no_known_requests,proxy_hint_hint_post_ok,proxy_hint_hint_post_failed,proxy_hint_hint_post_errors,proxy_hint_hint_post_404,proxy_hint_gap_hints_sent,proxy_hint_gap_hint_skipped_cold,proxy_hint_gap_discarded_stale,proxy_hint_tools_learned
3f3dd129-a844-475b-9a3f-bf67c2bdfc33,2rtxtune_c36,pallets__flask-4992,pallets__flask-4992,fc9d42d43e645e4ef9881b8809e89dc1a34aeb684050aebbaabbb3ff78fc9ee0,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,fc9d42d43e645e4ef9881b8809e89dc1a34aeb684050aebbaabbb3ff78fc9ee0,fc9d42d43e645e4ef9881b8809e89dc1a34aeb684050aebbaabbb3ff78fc9ee0,2,16595,1785764344.7378922,1785764382.3355732,1785764382.3355732,200,7445.0,494.0,0.0,response,,,chatcmpl-9710108cefa73e88,think,37.59768104553223,,,False,,,False,True,False,1,False,,1,root,2,16595,1.0,1785764339.738,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.140569101087749,478,0,0,0,0,0,0,0,0,0,0,0,,1,0,86939,18459,0,0,0,0,,42,14637,14637,13226,14637,348.5,348.5,314.9047619047619,348.5,0,0,45,1294,0,0,0,0,0,,0.29407761733838705,72,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 22.8, ""n"": 213}, ""terminal"": {""ewma_gap_ms"": 879.5, ""n"": 121}, ""think"": {""ewma_gap_ms"": 40.8, ""n"": 49}}"
d0331a99-340a-4e46-bc21-42d4fd284a92,2rtxtune_c36,pallets__flask-5063,pallets__flask-5063,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,2,17525,1785764344.8389156,1785764402.7251115,1785764402.7251115,200,7518.0,956.0,4704.0,response,,,chatcmpl-a7cde95ba835267f,think,57.88619589805603,,,False,,,False,True,False,1,False,,1,root,2,17525,1.0,1785764344.738,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.140569101087749,478,0,0,0,0,0,0,0,0,0,0,0,,1,0,86939,18459,0,0,0,0,,42,14637,14637,13226,14637,348.5,348.5,314.9047619047619,348.5,0,0,45,1294,0,0,0,0,0,,0.29407761733838705,72,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 22.8, ""n"": 213}, ""terminal"": {""ewma_gap_ms"": 879.5, ""n"": 121}, ""think"": {""ewma_gap_ms"": 40.8, ""n"": 49}}"
58469ddb-4937-444c-951d-9cd577082f66,2rtxtune_c36,psf__requests-2148,psf__requests-2148,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,2,17762,1785764344.972337,1785764425.407141,1785764425.407141,200,7935.0,1340.0,4688.0,response,,,chatcmpl-93bb1fbfb2ed00b0,,80.43480396270752,,,False,,,False,True,False,1,False,,1,root,2,17762,1.0,1785764344.738,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.140569101087749,478,0,0,0,0,0,0,0,0,0,0,0,,1,0,86939,18459,0,0,0,0,,42,14637,14637,13226,14637,348.5,348.5,314.9047619047619,348.5,0,0,45,1294,0,0,0,0,0,,0.29407761733838705,72,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 22.8, ""n"": 213}, ""terminal"": {""ewma_gap_ms"": 879.5, ""n"": 121}, ""think"": {""ewma_gap_ms"": 40.8, ""n"": 49}}"
e22a60ba-6e86-4c2b-8a7a-01d07a0600e4,2rtxtune_c36,pylint-dev__pylint-6506,pylint-dev__pylint-6506,58a0a8f1b104c8c2a1aada2f047a9f30202e24c4fa02d8030d2c604130bc47e8,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,58a0a8f1b104c8c2a1aada2f047a9f30202e24c4fa02d8030d2c604130bc47e8,58a0a8f1b104c8c2a1aada2f047a9f30202e24c4fa02d8030d2c604130bc47e8,2,17191,1785764344.9787986,1785764398.16158,1785764398.16158,200,7682.0,853.0,4688.0,response,,,chatcmpl-896760c6cde3a34e,think,53.182781457901,,,False,,,False,True,False,1,False,,1,root,2,17191,1.0,1785764344.738,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.140569101087749,478,0,0,0,0,0,0,0,0,0,0,0,,1,0,86939,18459,0,0,0,0,,42,14637,14637,13226,14637,348.5,348.5,314.9047619047619,348.5,0,0,45,1294,0,0,0,0,0,,0.29407761733838705,72,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 22.8, ""n"": 213}, ""terminal"": {""ewma_gap_ms"": 879.5, ""n"": 121}, ""think"": {""ewma_gap_ms"": 40.8, ""n"": 49}}"
2e8cc62d-9b92-45df-8c69-48100aef8b85,2rtxtune_c36,pydata__xarray-3364,pydata__xarray-3364,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,2,16046,1785764344.9933274,1785764388.1118724,1785764388.1118724,200,7301.0,625.0,4704.0,response,,,chatcmpl-8bcdb608a80295ed,think,43.118545055389404,,,False,,,False,True,False,1,False,,1,root,2,16046,1.0,1785764344.738,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.140569101087749,478,0,0,0,0,0,0,0,0,0,0,0,,1,0,86939,18459,0,0,0,0,,42,14637,14637,13226,14637,348.5,348.5,314.9047619047619,348.5,0,0,45,1294,0,0,0,0,0,,0.29407761733838705,72,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 22.8, ""n"": 213}, ""terminal"": {""ewma_gap_ms"": 879.5, ""n"": 121}, ""think"": {""ewma_gap_ms"": 40.8, ""n"": 49}}"
25a700fe-8242-4d42-bdb2-2106b529983c,2rtxtune_c36,psf__requests-2317,psf__requests-2317,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,2,16261,1785764345.0148976,1785764402.4488504,1785764402.4488504,200,7384.0,949.0,4704.0,response,,,chatcmpl-9b3bfb336788d235,think,57.43395280838013,,,False,,,False,True,False,1,False,,1,root,2,16261,1.0,1785764344.738,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.140569101087749,478,0,0,0,0,0,0,0,0,0,0,0,,1,0,86939,18459,0,0,0,0,,42,14637,14637,13226,14637,348.5,348.5,314.9047619047619,348.5,0,0,45,1294,0,0,0,0,0,,0.29407761733838705,72,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 22.8, ""n"": 213}, ""terminal"": {""ewma_gap_ms"": 879.5, ""n"": 121}, ""think"": {""ewma_gap_ms"": 40.8, ""n"": 49}}"
f2118db0-2b82-45dc-bd8e-011a84d05b23,2rtxtune_c36,pylint-dev__pylint-5859,pylint-dev__pylint-5859,a81963ae8de5718c06794c09dc1aa80665637004462c81f06869c80501c21d56,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,a81963ae8de5718c06794c09dc1aa80665637004462c81f06869c80501c21d56,a81963ae8de5718c06794c09dc1aa80665637004462c81f06869c80501c21d56,2,16400,1785764345.0928626,1785764407.864444,1785764407.864444,200,7495.0,1059.0,4704.0,response,,,chatcmpl-96c9be172203a7da,think,62.771581411361694,,,False,,,False,True,False,1,False,,1,root,2,16400,1.0,1785764344.738,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.140569101087749,478,0,0,0,0,0,0,0,0,0,0,0,,1,0,86939,18459,0,0,0,0,,42,14637,14637,13226,14637,348.5,348.5,314.9047619047619,348.5,0,0,45,1294,0,0,0,0,0,,0.29407761733838705,72,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 22.8, ""n"": 213}, ""terminal"": {""ewma_gap_ms"": 879.5, ""n"": 121}, ""think"": {""ewma_gap_ms"": 40.8, ""n"": 49}}"
01ffd5b1-a20c-4cf8-a22f-4064b449a211,2rtxtune_c36,pydata__xarray-4248,pydata__xarray-4248,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,2,16323,1785764345.0942802,1785764399.3306923,1785764399.3306923,200,7432.0,878.0,4704.0,response,,,chatcmpl-b88c23b6050da4a3,think,54.236412048339844,,,False,,,False,True,False,1,False,,1,root,2,16323,1.0,1785764344.738,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.140569101087749,478,0,0,0,0,0,0,0,0,0,0,0,,1,0,86939,18459,0,0,0,0,,42,14637,14637,13226,14637,348.5,348.5,314.9047619047619,348.5,0,0,45,1294,0,0,0,0,0,,0.29407761733838705,72,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 22.8, ""n"": 213}, ""terminal"": {""ewma_gap_ms"": 879.5, ""n"": 121}, ""think"": {""ewma_gap_ms"": 40.8, ""n"": 49}}"
f3cb2dac-e7b0-4131-a4aa-f6ea8165f40b,2rtxtune_c36,mwaskom__seaborn-2848,mwaskom__seaborn-2848,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,2,16385,1785764345.0997405,1785764402.9509535,1785764402.9509535,200,7415.0,959.0,4688.0,response,,,chatcmpl-aaf856420babddf0,think,57.85121297836304,,,False,,,False,True,False,1,False,,1,root,2,16385,1.0,1785764344.738,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.140569101087749,478,0,0,0,0,0,0,0,0,0,0,0,,1,0,86939,18459,0,0,0,0,,42,14637,14637,13226,14637,348.5,348.5,314.9047619047619,348.5,0,0,45,1294,0,0,0,0,0,,0.29407761733838705,72,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 22.8, ""n"": 213}, ""terminal"": {""ewma_gap_ms"": 879.5, ""n"": 121}, ""think"": {""ewma_gap_ms"": 40.8, ""n"": 49}}"
fb9a2a20-9ee9-4472-bd61-2a914352bccf,2rtxtune_c36,psf__requests-1963,psf__requests-1963,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,2,16095,1785764345.1109385,1785764398.9281585,1785764398.9281585,200,7348.0,868.0,4704.0,response,,,chatcmpl-af33c02eca6d6b55,think,53.817219972610474,,,False,,,False,True,False,1,False,,1,root,2,16095,1.0,1785764344.738,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.140569101087749,478,0,0,0,0,0,0,0,0,0,0,0,,1,0,86939,18459,0,0,0,0,,42,14637,14637,13226,14637,348.5,348.5,314.9047619047619,348.5,0,0,45,1294,0,0,0,0,0,,0.29407761733838705,72,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 22.8, ""n"": 213}, ""terminal"": {""ewma_gap_ms"": 879.5, ""n"": 121}, ""think"": {""ewma_gap_ms"": 40.8, ""n"": 49}}"
