request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,plas_key,plas_service_cum,plas_priority,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,response_id,tool_called,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_alloc_failures,offload_alloc_failures_delta,offload_load_time_s,offload_load_time_s_delta,offload_load_ms_per_byte,offload_store_time_s,offload_store_time_s_delta,offload_store_ms_per_byte,engine,hint_hints_received,hint_hints_unknown_req,hint_hints_no_blocks,hint_blocks_willneed,hint_blocks_dontneed,hint_blocks_pageout,hint_blocks_expired,hint_blocks_noop,hint_blocks_resumed,hint_blocks_dead_resurrected,hint_blocks_stolen_dead,hint_blocks_stolen_later,hint_blocks_stolen_soon,hint_apply_seconds,hint_reap_seconds,hint_record_seconds,hint_record_calls,hint_hint_queue_reached,hint_head_resident_probes,hint_head_absent,hint_head_refcnt_zero,hint_dead_included_root,hint_head_protected,hint_resurrect_head,hint_resurrect_tail,hint_shared_run_samples,hint_shared_run_sum,hint_shared_run_min,hint_shared_run_mean,hint_distinct_roots,hint_hash_chain_entries,hint_blocks_from_normal,hint_alloc_normal_after_dead,hint_hinted_inside_shared_run,hint_hint_lag_steps_sum,hint_hint_lag_max,hint_hint_lag_samples,hint_hint_lag_steps_mean,hint_prologue_probe_samples,hint_prologue_run_sum,hint_prologue_resident_sum,hint_prologue_referenced_sum,hint_prologue_first_hole_sum,hint_prologue_run_mean,hint_prologue_resident_mean,hint_prologue_referenced_mean,hint_prologue_first_hole_mean,hint_remote_kv_waiters_sum,hint_inflight_reserved_sum,hint_census_samples,hint_first_miss_probes,hint_first_miss_was_hinted,hint_first_miss_same_seq,hint_first_miss_other_seq,hint_first_miss_unknown_seq,hint_first_miss_hint_age_sum,hint_first_miss_hint_age_mean,hint_record_ms_mean,hint_transfer_samples,hint_transfer_ewma_ms_per_byte,hint_transfer_rtt_static_ms,hint_transfer_rtt_adaptive,proxy_hint_tracked_sequences,proxy_hint_done_hints_sent,proxy_hint_done_no_known_requests,proxy_hint_hint_post_ok,proxy_hint_hint_post_failed,proxy_hint_hint_post_errors,proxy_hint_hint_post_404,proxy_hint_gap_hints_sent,proxy_hint_gap_hint_skipped_cold,proxy_hint_gap_discarded_stale,proxy_hint_tools_learned
05309a8f-21ba-431d-be20-e2233c0f1f4e,sd_c48,psf__requests-1963,psf__requests-1963,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,agentic,header,35,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,2,16095,psf__requests-1963,26650,,1786014187.1180344,1786014246.3529067,1786014246.3529067,200,7348.0,695.0,0.0,response,,,chatcmpl-b02cbf202d44343b,think,59.234872341156006,,,False,,,False,True,False,1,False,,1,root,2,16095,1.0,1786014187.118,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.07630905043333769,260,0,0,0,0,0,0,0,0,0,0,0,,1,0,62357,12159,0,0,0,0,,18,5292,5292,5286,5292,294.0,294.0,293.6666666666667,294.0,0,0,19,677,0,0,0,0,0,,0.2934963478205296,33,1.786405314894654e-08,0.0,0,67,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 24.0, ""n"": 1343}, ""terminal"": {""ewma_gap_ms"": 721.1, ""n"": 712}, ""think"": {""ewma_gap_ms"": 35.1, ""n"": 296}}"
b1a1bad0-c27f-4862-ac63-44d45b953270,sd_c48,mwaskom__seaborn-2848,mwaskom__seaborn-2848,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,agentic,header,38,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,2,16385,mwaskom__seaborn-2848,22503,,1786014187.2542093,1786014254.9833493,1786014254.9833493,200,7415.0,824.0,4688.0,response,,,chatcmpl-90d3d069eb88d7e2,think,67.72914004325867,,,False,,,False,True,False,1,False,,1,root,2,16385,1.0,1786014187.118,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.07630905043333769,260,0,0,0,0,0,0,0,0,0,0,0,,1,0,62357,12159,0,0,0,0,,18,5292,5292,5286,5292,294.0,294.0,293.6666666666667,294.0,0,0,19,677,0,0,0,0,0,,0.2934963478205296,33,1.786405314894654e-08,0.0,0,67,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 24.0, ""n"": 1343}, ""terminal"": {""ewma_gap_ms"": 721.1, ""n"": 712}, ""think"": {""ewma_gap_ms"": 35.1, ""n"": 296}}"
e5296740-97b9-400b-aab4-3bdfa84b951c,sd_c48,pydata__xarray-3364,pydata__xarray-3364,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,agentic,header,21,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,2,16046,pydata__xarray-3364,24887,,1786014187.4120238,1786014261.597276,1786014261.597276,200,7301.0,930.0,4688.0,response,,,chatcmpl-a34cc3ac366d9d15,,74.18525218963623,,,False,,,False,True,False,1,False,,1,root,2,16046,1.0,1786014187.118,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.07630905043333769,260,0,0,0,0,0,0,0,0,0,0,0,,1,0,62357,12159,0,0,0,0,,18,5292,5292,5286,5292,294.0,294.0,293.6666666666667,294.0,0,0,19,677,0,0,0,0,0,,0.2934963478205296,33,1.786405314894654e-08,0.0,0,67,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 24.0, ""n"": 1343}, ""terminal"": {""ewma_gap_ms"": 721.1, ""n"": 712}, ""think"": {""ewma_gap_ms"": 35.1, ""n"": 296}}"
3a2f1812-f025-46e4-80f4-cddcc9c7379e,sd_c48,psf__requests-2317,psf__requests-2317,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,agentic,header,16,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,2,16261,psf__requests-2317,14622,,1786014187.445631,1786014281.6897569,1786014281.6897569,200,7384.0,1142.0,4704.0,response,,,chatcmpl-8c8859db199b734f,,94.2441258430481,,,False,,,False,True,False,1,False,,1,root,2,16261,1.0,1786014187.118,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.07630905043333769,260,0,0,0,0,0,0,0,0,0,0,0,,1,0,62357,12159,0,0,0,0,,18,5292,5292,5286,5292,294.0,294.0,293.6666666666667,294.0,0,0,19,677,0,0,0,0,0,,0.2934963478205296,33,1.786405314894654e-08,0.0,0,67,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 24.0, ""n"": 1343}, ""terminal"": {""ewma_gap_ms"": 721.1, ""n"": 712}, ""think"": {""ewma_gap_ms"": 35.1, ""n"": 296}}"
4ea8151e-3588-4d6f-8945-7f3c800770dd,sd_c48,psf__requests-2674,psf__requests-2674,3a19a901ba0ea82d8cff0abca9bb3b279b212ad321c940fafad0359794252a13,agentic,header,7,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,3a19a901ba0ea82d8cff0abca9bb3b279b212ad321c940fafad0359794252a13,3a19a901ba0ea82d8cff0abca9bb3b279b212ad321c940fafad0359794252a13,2,15917,psf__requests-2674,6717,,1786014187.4602408,1786014261.597549,1786014261.597549,200,7278.0,823.0,4704.0,response,,,chatcmpl-958af61983e85a03,,74.13730812072754,,,False,,,False,True,False,1,False,,1,root,2,15917,1.0,1786014187.118,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.07630905043333769,260,0,0,0,0,0,0,0,0,0,0,0,,1,0,62357,12159,0,0,0,0,,18,5292,5292,5286,5292,294.0,294.0,293.6666666666667,294.0,0,0,19,677,0,0,0,0,0,,0.2934963478205296,33,1.786405314894654e-08,0.0,0,67,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 24.0, ""n"": 1343}, ""terminal"": {""ewma_gap_ms"": 721.1, ""n"": 712}, ""think"": {""ewma_gap_ms"": 35.1, ""n"": 296}}"
835a1624-3848-4326-97fd-7248c12d8e07,sd_c48,pallets__flask-4045,pallets__flask-4045,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,agentic,header,89,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,2,15630,pallets__flask-4045,31358,,1786014187.52798,1786014233.1397552,1786014233.1397552,200,7218.0,473.0,4688.0,response,,,chatcmpl-9615254e7f4a2a4c,file_editor,45.611775159835815,,,False,,,False,True,False,1,False,,1,root,2,15630,1.0,1786014187.118,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.07630905043333769,260,0,0,0,0,0,0,0,0,0,0,0,,1,0,62357,12159,0,0,0,0,,18,5292,5292,5286,5292,294.0,294.0,293.6666666666667,294.0,0,0,19,677,0,0,0,0,0,,0.2934963478205296,33,1.786405314894654e-08,0.0,0,67,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 24.0, ""n"": 1343}, ""terminal"": {""ewma_gap_ms"": 721.1, ""n"": 712}, ""think"": {""ewma_gap_ms"": 35.1, ""n"": 296}}"
83e7721a-5d2a-4894-b514-9f9262f81976,sd_c48,pydata__xarray-4094,pydata__xarray-4094,10210ff95cc537a385031e6b4159bcc33e451ddbc3ac2a8c0099fbdd5611edc4,agentic,header,40,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,10210ff95cc537a385031e6b4159bcc33e451ddbc3ac2a8c0099fbdd5611edc4,10210ff95cc537a385031e6b4159bcc33e451ddbc3ac2a8c0099fbdd5611edc4,2,17160,pydata__xarray-4094,32164,,1786014187.529501,1786014246.1914911,1786014246.1914911,200,7758.0,665.0,4704.0,response,,,chatcmpl-8fb5eea774f4bb5e,think,58.66199016571045,,,False,,,False,True,False,1,False,,1,root,2,17160,1.0,1786014187.118,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.07630905043333769,260,0,0,0,0,0,0,0,0,0,0,0,,1,0,62357,12159,0,0,0,0,,18,5292,5292,5286,5292,294.0,294.0,293.6666666666667,294.0,0,0,19,677,0,0,0,0,0,,0.2934963478205296,33,1.786405314894654e-08,0.0,0,67,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 24.0, ""n"": 1343}, ""terminal"": {""ewma_gap_ms"": 721.1, ""n"": 712}, ""think"": {""ewma_gap_ms"": 35.1, ""n"": 296}}"
6a776d79-127d-4ef9-b368-fe48868d85e5,sd_c48,pytest-dev__pytest-5221,pytest-dev__pytest-5221,87039de6a33f28b6db97bec0587e29e897737a7d7ad3f219f98ffbed373e0779,agentic,header,57,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,87039de6a33f28b6db97bec0587e29e897737a7d7ad3f219f98ffbed373e0779,87039de6a33f28b6db97bec0587e29e897737a7d7ad3f219f98ffbed373e0779,2,15639,pytest-dev__pytest-5221,46650,,1786014187.551056,1786014333.9572213,1786014333.9572213,200,7219.0,1742.0,4704.0,response,,,chatcmpl-a5d38c9859ad9433,terminal,146.40616536140442,,,False,,,False,True,False,1,False,,1,root,2,15639,1.0,1786014187.118,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.07630905043333769,260,0,0,0,0,0,0,0,0,0,0,0,,1,0,62357,12159,0,0,0,0,,18,5292,5292,5286,5292,294.0,294.0,293.6666666666667,294.0,0,0,19,677,0,0,0,0,0,,0.2934963478205296,33,1.786405314894654e-08,0.0,0,67,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 24.0, ""n"": 1343}, ""terminal"": {""ewma_gap_ms"": 721.1, ""n"": 712}, ""think"": {""ewma_gap_ms"": 35.1, ""n"": 296}}"
d9858c04-daf7-45e5-b0b8-e4d2c3a7dcff,sd_c48,pydata__xarray-4493,pydata__xarray-4493,39c06202587c36c152faa7f6728562c95d944af3a8ce3dc3542b9aa20770624f,agentic,header,20,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,39c06202587c36c152faa7f6728562c95d944af3a8ce3dc3542b9aa20770624f,39c06202587c36c152faa7f6728562c95d944af3a8ce3dc3542b9aa20770624f,2,17983,pydata__xarray-4493,21242,,1786014187.5570283,1786014344.4961538,1786014344.4961538,200,7979.0,1814.0,4704.0,response,,,chatcmpl-9546722f4f0210b9,,156.93912553787231,,,False,,,False,True,False,1,False,,1,root,2,17983,1.0,1786014187.118,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.07630905043333769,260,0,0,0,0,0,0,0,0,0,0,0,,1,0,62357,12159,0,0,0,0,,18,5292,5292,5286,5292,294.0,294.0,293.6666666666667,294.0,0,0,19,677,0,0,0,0,0,,0.2934963478205296,33,1.786405314894654e-08,0.0,0,67,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 24.0, ""n"": 1343}, ""terminal"": {""ewma_gap_ms"": 721.1, ""n"": 712}, ""think"": {""ewma_gap_ms"": 35.1, ""n"": 296}}"
2f473a75-3b78-4e5c-b061-8785df7e46bf,sd_c48,pylint-dev__pylint-7080,pylint-dev__pylint-7080,b49786435607eef849d6719daa6f1ee85053c38a3d51d0e3c2ce7018fede6f93,agentic,header,60,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,b49786435607eef849d6719daa6f1ee85053c38a3d51d0e3c2ce7018fede6f93,b49786435607eef849d6719daa6f1ee85053c38a3d51d0e3c2ce7018fede6f93,2,41155,pylint-dev__pylint-7080,39535,,1786014187.5736048,1786014252.7982974,1786014252.7982974,200,14890.0,716.0,4704.0,response,,,chatcmpl-aa8df575581edbcb,think,65.2246925830841,,,False,,,False,True,False,1,False,,1,root,2,41155,1.0,1786014187.118,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,,,,,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.07630905043333769,260,0,0,0,0,0,0,0,0,0,0,0,,1,0,62357,12159,0,0,0,0,,18,5292,5292,5286,5292,294.0,294.0,293.6666666666667,294.0,0,0,19,677,0,0,0,0,0,,0.2934963478205296,33,1.786405314894654e-08,0.0,0,67,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 24.0, ""n"": 1343}, ""terminal"": {""ewma_gap_ms"": 721.1, ""n"": 712}, ""think"": {""ewma_gap_ms"": 35.1, ""n"": 296}}"
