request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,response_id,tool_called,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_alloc_failures,offload_alloc_failures_delta,offload_load_time_s,offload_load_time_s_delta,offload_load_ms_per_byte,offload_store_time_s,offload_store_time_s_delta,offload_store_ms_per_byte,engine,hint_hints_received,hint_hints_unknown_req,hint_hints_no_blocks,hint_blocks_willneed,hint_blocks_dontneed,hint_blocks_pageout,hint_blocks_expired,hint_blocks_noop,hint_blocks_resumed,hint_blocks_dead_resurrected,hint_blocks_stolen_dead,hint_blocks_stolen_later,hint_blocks_stolen_soon,hint_apply_seconds,hint_reap_seconds,hint_record_seconds,hint_record_calls,hint_hint_queue_reached,hint_head_resident_probes,hint_head_absent,hint_head_refcnt_zero,hint_dead_included_root,hint_head_protected,hint_resurrect_head,hint_resurrect_tail,hint_shared_run_samples,hint_shared_run_sum,hint_shared_run_min,hint_shared_run_mean,hint_distinct_roots,hint_hash_chain_entries,hint_blocks_from_normal,hint_alloc_normal_after_dead,hint_hinted_inside_shared_run,hint_hint_lag_steps_sum,hint_hint_lag_max,hint_hint_lag_samples,hint_hint_lag_steps_mean,hint_prologue_probe_samples,hint_prologue_run_sum,hint_prologue_resident_sum,hint_prologue_referenced_sum,hint_prologue_first_hole_sum,hint_prologue_run_mean,hint_prologue_resident_mean,hint_prologue_referenced_mean,hint_prologue_first_hole_mean,hint_remote_kv_waiters_sum,hint_inflight_reserved_sum,hint_census_samples,hint_first_miss_probes,hint_first_miss_was_hinted,hint_first_miss_same_seq,hint_first_miss_other_seq,hint_first_miss_unknown_seq,hint_first_miss_hint_age_sum,hint_first_miss_hint_age_mean,hint_record_ms_mean,hint_transfer_samples,hint_transfer_ewma_ms_per_byte,hint_transfer_rtt_static_ms,hint_transfer_rtt_adaptive,proxy_hint_tracked_sequences,proxy_hint_done_hints_sent,proxy_hint_done_no_known_requests,proxy_hint_hint_post_ok,proxy_hint_hint_post_failed,proxy_hint_hint_post_errors,proxy_hint_hint_post_404,proxy_hint_gap_hints_sent,proxy_hint_gap_hint_skipped_cold,proxy_hint_gap_discarded_stale,proxy_hint_tools_learned
812428d0-3ef2-4c7e-bcf4-d0baaea25b17,2rtxtune_c32,django__django-10924,django__django-10924,2e3e123d5e76cb7d6d12af8f0ea709eb54ca93c2b1bb30b94cc6ad102f4fc926,agentic,header,41,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,2e3e123d5e76cb7d6d12af8f0ea709eb54ca93c2b1bb30b94cc6ad102f4fc926,2e3e123d5e76cb7d6d12af8f0ea709eb54ca93c2b1bb30b94cc6ad102f4fc926,2,16235,1785838417.6419525,1785838612.5665336,1785838612.5665336,200,7339.0,3227.0,0.0,response,,,chatcmpl-935d47ba796e9650,file_editor,194.9245810508728,,,False,,,False,True,False,1,False,,1,root,2,16235,1.0,1785838412.642,0.0,0,0,1086,0.0,43621876,0.0,2250083,0.0,,,35316320,0.0,,,,,,,405394161664,0.0,1474841018368,0.0,,,11.42183658035098,0.0,,42.69797279374671,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1894000545144081,414,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,50334,17724,0,0,0,0,0.0,50,18037,18037,16265,18037,2.401166456494309,2.5269414670029278,2.2031315678856345,2.5269414670029278,0,0,53,414,0,0,0,0,0,,0.0018386990250392476,0,0.0,0.0,0,64,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 22.2, ""n"": 1682}, ""task_tracker"": {""ewma_gap_ms"": 12.4, ""n"": 1}, ""terminal"": {""ewma_gap_ms"": 757.5, ""n"": 937}, ""think"": {""ewma_gap_ms"": 115.7, ""n"": 357}}"
fd524102-f730-4884-b8e1-1a1044aaef18,2rtxtune_c32,matplotlib__matplotlib-18869,matplotlib__matplotlib-18869,acab764a1ed6eaf6e72a7e619357fc03baa3bbc7f9849283b7ba04ef3d3fcb4c,agentic,header,50,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,acab764a1ed6eaf6e72a7e619357fc03baa3bbc7f9849283b7ba04ef3d3fcb4c,acab764a1ed6eaf6e72a7e619357fc03baa3bbc7f9849283b7ba04ef3d3fcb4c,2,17189,1785838417.7339585,1785838461.5089433,1785838461.5089433,200,7522.0,693.0,4688.0,response,,,chatcmpl-aaf2d6926bf6e935,terminal,43.77498483657837,,,False,,,False,True,False,1,False,,1,root,2,17189,1.0,1785838417.642,0.0,0,0,1086,0.0,43621876,0.0,2250083,0.0,,,35316320,0.0,,,,,,,405394161664,0.0,1474841018368,0.0,,,11.42183658035098,0.0,,42.69797279374671,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1894000545144081,414,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,50334,17724,0,0,0,0,0.0,50,18037,18037,16265,18037,2.401166456494309,2.5269414670029278,2.2031315678856345,2.5269414670029278,0,0,53,414,0,0,0,0,0,,0.0018386990250392476,0,0.0,0.0,0,64,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 22.2, ""n"": 1682}, ""task_tracker"": {""ewma_gap_ms"": 12.4, ""n"": 1}, ""terminal"": {""ewma_gap_ms"": 757.5, ""n"": 937}, ""think"": {""ewma_gap_ms"": 115.7, ""n"": 357}}"
99be701a-9c8a-43b7-b113-128feba1537b,2rtxtune_c32,pydata__xarray-4248,pydata__xarray-4248,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,agentic,header,116,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,2,16323,1785838417.9535985,1785838476.6028278,1785838476.6028278,200,7432.0,1002.0,4688.0,response,,,chatcmpl-86558c478166f77c,think,58.649229288101196,,,False,,,False,True,False,1,False,,1,root,2,16323,1.0,1785838417.642,0.0,0,0,1086,0.0,43621876,0.0,2250083,0.0,,,35316320,0.0,,,,,,,405394161664,0.0,1474841018368,0.0,,,11.42183658035098,0.0,,42.69797279374671,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1894000545144081,414,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,50334,17724,0,0,0,0,0.0,50,18037,18037,16265,18037,2.401166456494309,2.5269414670029278,2.2031315678856345,2.5269414670029278,0,0,53,414,0,0,0,0,0,,0.0018386990250392476,0,0.0,0.0,0,64,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 22.2, ""n"": 1682}, ""task_tracker"": {""ewma_gap_ms"": 12.4, ""n"": 1}, ""terminal"": {""ewma_gap_ms"": 757.5, ""n"": 937}, ""think"": {""ewma_gap_ms"": 115.7, ""n"": 357}}"
8be91c87-c47f-429d-890b-98eadf75dcf6,2rtxtune_c32,scikit-learn__scikit-learn-10297,scikit-learn__scikit-learn-10297,26a09d829191d3a793e40901c5eedde383a46c721150ed35ee6a716c74b904e8,agentic,header,20,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,26a09d829191d3a793e40901c5eedde383a46c721150ed35ee6a716c74b904e8,26a09d829191d3a793e40901c5eedde383a46c721150ed35ee6a716c74b904e8,2,16989,1785838418.018429,1785838467.6637676,1785838467.6637676,200,7582.0,814.0,4688.0,response,,,chatcmpl-8315aec57f4b696e,,49.64533853530884,,,False,,,False,True,False,1,False,,1,root,2,16989,1.0,1785838417.642,0.0,0,0,1086,0.0,43621876,0.0,2250083,0.0,,,35316320,0.0,,,,,,,405394161664,0.0,1474841018368,0.0,,,11.42183658035098,0.0,,42.69797279374671,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1894000545144081,414,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,50334,17724,0,0,0,0,0.0,50,18037,18037,16265,18037,2.401166456494309,2.5269414670029278,2.2031315678856345,2.5269414670029278,0,0,53,414,0,0,0,0,0,,0.0018386990250392476,0,0.0,0.0,0,64,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 22.2, ""n"": 1682}, ""task_tracker"": {""ewma_gap_ms"": 12.4, ""n"": 1}, ""terminal"": {""ewma_gap_ms"": 757.5, ""n"": 937}, ""think"": {""ewma_gap_ms"": 115.7, ""n"": 357}}"
d0ebd1f5-44e4-4947-aae2-71285f2d5425,2rtxtune_c32,pallets__flask-5063,pallets__flask-5063,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,agentic,header,82,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,2,17525,1785838418.056243,1785838473.4189665,1785838473.4189665,200,7518.0,937.0,4688.0,response,,,chatcmpl-a2a29909812eb8da,think,55.36272358894348,,,False,,,False,True,False,1,False,,1,root,2,17525,1.0,1785838417.642,0.0,0,0,1086,0.0,43621876,0.0,2250083,0.0,,,35316320,0.0,,,,,,,405394161664,0.0,1474841018368,0.0,,,11.42183658035098,0.0,,42.69797279374671,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1894000545144081,414,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,50334,17724,0,0,0,0,0.0,50,18037,18037,16265,18037,2.401166456494309,2.5269414670029278,2.2031315678856345,2.5269414670029278,0,0,53,414,0,0,0,0,0,,0.0018386990250392476,0,0.0,0.0,0,64,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 22.2, ""n"": 1682}, ""task_tracker"": {""ewma_gap_ms"": 12.4, ""n"": 1}, ""terminal"": {""ewma_gap_ms"": 757.5, ""n"": 937}, ""think"": {""ewma_gap_ms"": 115.7, ""n"": 357}}"
e38ffa15-eb83-45f5-b35f-2a6d6bd43c8c,2rtxtune_c32,matplotlib__matplotlib-22835,matplotlib__matplotlib-22835,6a42d78244f03b7899336b68ce3dd7da94892db8ee25f804766cf317e72d1697,agentic,header,111,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6a42d78244f03b7899336b68ce3dd7da94892db8ee25f804766cf317e72d1697,6a42d78244f03b7899336b68ce3dd7da94892db8ee25f804766cf317e72d1697,2,17422,1785838418.0645454,1785838477.0402117,1785838477.0402117,200,7676.0,1011.0,4704.0,response,,,chatcmpl-969f5c9f833ac5ad,think,58.97566628456116,,,False,,,False,True,False,1,False,,1,root,2,17422,1.0,1785838417.642,0.0,0,0,1086,0.0,43621876,0.0,2250083,0.0,,,35316320,0.0,,,,,,,405394161664,0.0,1474841018368,0.0,,,11.42183658035098,0.0,,42.69797279374671,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1894000545144081,414,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,50334,17724,0,0,0,0,0.0,50,18037,18037,16265,18037,2.401166456494309,2.5269414670029278,2.2031315678856345,2.5269414670029278,0,0,53,414,0,0,0,0,0,,0.0018386990250392476,0,0.0,0.0,0,64,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 22.2, ""n"": 1682}, ""task_tracker"": {""ewma_gap_ms"": 12.4, ""n"": 1}, ""terminal"": {""ewma_gap_ms"": 757.5, ""n"": 937}, ""think"": {""ewma_gap_ms"": 115.7, ""n"": 357}}"
d069b10b-542e-40f3-904c-a6cf2f44d666,2rtxtune_c32,astropy__astropy-12907,astropy__astropy-12907,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,agentic,header,58,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,2,16722,1785838418.12813,1785838481.130779,1785838481.130779,200,7494.0,1099.0,4688.0,response,,,chatcmpl-9d41779ed1aa2a84,think,63.0026490688324,,,False,,,False,True,False,1,False,,1,root,2,16722,1.0,1785838417.642,0.0,0,0,1086,0.0,43621876,0.0,2250083,0.0,,,35316320,0.0,,,,,,,405394161664,0.0,1474841018368,0.0,,,11.42183658035098,0.0,,42.69797279374671,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1894000545144081,414,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,50334,17724,0,0,0,0,0.0,50,18037,18037,16265,18037,2.401166456494309,2.5269414670029278,2.2031315678856345,2.5269414670029278,0,0,53,414,0,0,0,0,0,,0.0018386990250392476,0,0.0,0.0,0,64,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 22.2, ""n"": 1682}, ""task_tracker"": {""ewma_gap_ms"": 12.4, ""n"": 1}, ""terminal"": {""ewma_gap_ms"": 757.5, ""n"": 937}, ""think"": {""ewma_gap_ms"": 115.7, ""n"": 357}}"
e14d8f9a-f99c-4eb4-862c-68a181c8dee4,2rtxtune_c32,matplotlib__matplotlib-22711,matplotlib__matplotlib-22711,cefd82e30b3f6e19cd27d27f5ec33efe7888ab807e446de406a290deb2683ccd,agentic,header,66,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,cefd82e30b3f6e19cd27d27f5ec33efe7888ab807e446de406a290deb2683ccd,cefd82e30b3f6e19cd27d27f5ec33efe7888ab807e446de406a290deb2683ccd,2,19232,1785838418.348782,1785838468.3961847,1785838468.3961847,200,8190.0,829.0,4704.0,response,,,chatcmpl-bf3dba5726b3f4c4,file_editor,50.04740262031555,,,False,,,False,True,False,1,False,,1,root,2,19232,1.0,1785838417.642,0.0,0,0,1086,0.0,43621876,0.0,2250083,0.0,,,35316320,0.0,,,,,,,405394161664,0.0,1474841018368,0.0,,,11.42183658035098,0.0,,42.69797279374671,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1894000545144081,414,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,50334,17724,0,0,0,0,0.0,50,18037,18037,16265,18037,2.401166456494309,2.5269414670029278,2.2031315678856345,2.5269414670029278,0,0,53,414,0,0,0,0,0,,0.0018386990250392476,0,0.0,0.0,0,64,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 22.2, ""n"": 1682}, ""task_tracker"": {""ewma_gap_ms"": 12.4, ""n"": 1}, ""terminal"": {""ewma_gap_ms"": 757.5, ""n"": 937}, ""think"": {""ewma_gap_ms"": 115.7, ""n"": 357}}"
870675f9-cc64-4b09-970a-c514a6e310b9,2rtxtune_c32,astropy__astropy-14365,astropy__astropy-14365,9f8a0de124a202e342ec6c909134912a8a18df1147a3f401a33307e56bc0fce0,agentic,header,83,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,9f8a0de124a202e342ec6c909134912a8a18df1147a3f401a33307e56bc0fce0,9f8a0de124a202e342ec6c909134912a8a18df1147a3f401a33307e56bc0fce0,2,16831,1785838418.4173052,1785838513.7790477,1785838513.7790477,200,7638.0,1662.0,4704.0,response,,,chatcmpl-af376a724b56da15,terminal,95.36174249649048,,,False,,,False,True,False,1,False,,1,root,2,16831,1.0,1785838417.642,0.0,0,0,1086,0.0,43621876,0.0,2250083,0.0,,,35316320,0.0,,,,,,,405394161664,0.0,1474841018368,0.0,,,11.42183658035098,0.0,,42.69797279374671,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1894000545144081,414,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,50334,17724,0,0,0,0,0.0,50,18037,18037,16265,18037,2.401166456494309,2.5269414670029278,2.2031315678856345,2.5269414670029278,0,0,53,414,0,0,0,0,0,,0.0018386990250392476,0,0.0,0.0,0,64,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 22.2, ""n"": 1682}, ""task_tracker"": {""ewma_gap_ms"": 12.4, ""n"": 1}, ""terminal"": {""ewma_gap_ms"": 757.5, ""n"": 937}, ""think"": {""ewma_gap_ms"": 115.7, ""n"": 357}}"
4353898d-0fe3-415d-8d68-2a4a3efc5e29,2rtxtune_c32,sphinx-doc__sphinx-10451,sphinx-doc__sphinx-10451,fa766e529457d27feb78163d291515d2d990dbb6011d37679f710c26961fd2db,agentic,header,48,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,fa766e529457d27feb78163d291515d2d990dbb6011d37679f710c26961fd2db,fa766e529457d27feb78163d291515d2d990dbb6011d37679f710c26961fd2db,2,17258,1785838418.4240448,1785838467.7072804,1785838467.7072804,200,7592.0,813.0,4688.0,response,,,chatcmpl-b2345f85873d70db,think,49.28323554992676,,,False,,,False,True,False,1,False,,1,root,2,17258,1.0,1785838417.642,0.0,0,0,1086,0.0,43621876,0.0,2250083,0.0,,,35316320,0.0,,,,,,,405394161664,0.0,1474841018368,0.0,,,11.42183658035098,0.0,,42.69797279374671,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1894000545144081,414,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,50334,17724,0,0,0,0,0.0,50,18037,18037,16265,18037,2.401166456494309,2.5269414670029278,2.2031315678856345,2.5269414670029278,0,0,53,414,0,0,0,0,0,,0.0018386990250392476,0,0.0,0.0,0,64,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 22.2, ""n"": 1682}, ""task_tracker"": {""ewma_gap_ms"": 12.4, ""n"": 1}, ""terminal"": {""ewma_gap_ms"": 757.5, ""n"": 937}, ""think"": {""ewma_gap_ms"": 115.7, ""n"": 357}}"
