request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,response_id,tool_called,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_load_time_s_mean,offload_alloc_failures,offload_alloc_failures_delta,engine
f92fa32e-7d91-42c1-9ba2-861090e73ff8,rtxdn_c36,pallets__flask-4992,pallets__flask-4992,fc9d42d43e645e4ef9881b8809e89dc1a34aeb684050aebbaabbb3ff78fc9ee0,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,fc9d42d43e645e4ef9881b8809e89dc1a34aeb684050aebbaabbb3ff78fc9ee0,fc9d42d43e645e4ef9881b8809e89dc1a34aeb684050aebbaabbb3ff78fc9ee0,2,16595,1785745763.6040437,1785745800.2076042,1785745800.2076042,200,7445,461,0,response,,,chatcmpl-81d0fc3bdb10eea4,terminal,36.60356044769287,,,False,,,False,True,False,1,False,,1,root,2,16595,1.0,1785745763.604,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm
046413ae-313d-4956-a493-cbdbf7cf7420,rtxdn_c36,psf__requests-1963,psf__requests-1963,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,2,16095,1785745763.82567,1785745813.1840014,1785745813.1840014,200,7348,753,4688,response,,,chatcmpl-8a36210fa35fa341,think,49.35833144187927,,,False,,,False,True,False,1,False,,1,root,2,16095,1.0,1785745763.604,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm
08c283cd-09ec-45fa-a0fc-a62644c765f5,rtxdn_c36,psf__requests-2148,psf__requests-2148,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,2,17762,1785745764.2106993,1785745825.4238365,1785745825.4238365,200,7935,1014,4704,response,,,chatcmpl-a46d1782cd65e6c6,,61.21313714981079,,,False,,,False,True,False,1,False,,1,root,2,17762,1.0,1785745763.604,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm
e23a3cc9-a861-4a66-bc23-55585786a773,rtxdn_c36,pytest-dev__pytest-5103,pytest-dev__pytest-5103,9f024f95913b81b2730eb60f237866189ea7cb0ea9ae545e220eee4ce9cb36f6,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,9f024f95913b81b2730eb60f237866189ea7cb0ea9ae545e220eee4ce9cb36f6,9f024f95913b81b2730eb60f237866189ea7cb0ea9ae545e220eee4ce9cb36f6,2,17724,1785745764.2337494,1785745855.448348,1785745855.448348,200,7743,1446,4704,response,,,chatcmpl-adb265aa4f68f61a,think,91.21459865570068,,,False,,,False,True,False,1,False,,1,root,2,17724,1.0,1785745763.604,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm
2d252033-ab71-4e61-9672-b315069e640c,rtxdn_c36,pallets__flask-4045,pallets__flask-4045,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,2,15630,1785745764.2822194,1785745811.4174283,1785745811.4174283,200,7218,713,4704,response,,,chatcmpl-9b8ec733a9610fe0,terminal,47.13520884513855,,,False,,,False,True,False,1,False,,1,root,2,15630,1.0,1785745763.604,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm
57f9e2c4-ef60-437e-bbcf-c4f1856978c6,rtxdn_c36,sphinx-doc__sphinx-10451,sphinx-doc__sphinx-10451,fa766e529457d27feb78163d291515d2d990dbb6011d37679f710c26961fd2db,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,fa766e529457d27feb78163d291515d2d990dbb6011d37679f710c26961fd2db,fa766e529457d27feb78163d291515d2d990dbb6011d37679f710c26961fd2db,2,17258,1785745764.4065642,1785745841.8896825,1785745841.8896825,200,7592,1266,4688,response,,,chatcmpl-8ce2d90d22bd0643,think,77.48311829566956,,,False,,,False,True,False,1,False,,1,root,2,17258,1.0,1785745763.604,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm
625a9249-58db-43f2-82c9-6add4085020b,rtxdn_c36,psf__requests-2317,psf__requests-2317,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,2,16261,1785745764.4537823,1785745827.5263028,1785745827.5263028,200,7384,1059,4704,response,,,chatcmpl-93ff4dc31bb81813,,63.07252049446106,,,False,,,False,True,False,1,False,,1,root,2,16261,1.0,1785745763.604,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm
a2248939-c642-4d17-959c-a53dfe39713c,rtxdn_c36,mwaskom__seaborn-2848,mwaskom__seaborn-2848,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,2,16385,1785745764.4745314,1785745819.716237,1785745819.716237,200,7415,897,4688,response,,,chatcmpl-8d4c45e1753f5d96,think,55.241705656051636,,,False,,,False,True,False,1,False,,1,root,2,16385,1.0,1785745763.604,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm
73d71ba8-42dd-424c-a641-7ccfe000d3bd,rtxdn_c36,pydata__xarray-3364,pydata__xarray-3364,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,2,16046,1785745764.4940455,1785745979.0052242,1785745979.0052242,200,7301,3264,4688,response,,,chatcmpl-86778893082df36f,,214.51117873191833,,,False,,,False,True,False,1,False,,1,root,2,16046,1.0,1785745763.604,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm
63981bf5-40ae-4634-ba42-63cd0fc72dfd,rtxdn_c36,pydata__xarray-4248,pydata__xarray-4248,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,2,16323,1785745764.5061405,1785745815.1590598,1785745815.1590598,200,7432,794,4704,response,,,chatcmpl-a518481acc559d56,think,50.65291929244995,,,False,,,False,True,False,1,False,,1,root,2,16323,1.0,1785745763.604,0.0,0,0,0,0.0,0,0.0,0,0.0,,,0,0.0,,,,,,,,,,,,,,vllm
