request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,plas_key,plas_service_cum,plas_priority,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,response_id,tool_called,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_alloc_failures,offload_alloc_failures_delta,offload_load_time_s,offload_load_time_s_delta,offload_load_ms_per_byte,offload_store_time_s,offload_store_time_s_delta,offload_store_ms_per_byte,engine,hint_hints_received,hint_hints_unknown_req,hint_hints_no_blocks,hint_blocks_willneed,hint_blocks_dontneed,hint_blocks_pageout,hint_blocks_expired,hint_blocks_noop,hint_blocks_resumed,hint_blocks_dead_resurrected,hint_blocks_stolen_dead,hint_blocks_stolen_later,hint_blocks_stolen_soon,hint_apply_seconds,hint_reap_seconds,hint_record_seconds,hint_record_calls,hint_hint_queue_reached,hint_head_resident_probes,hint_head_absent,hint_head_refcnt_zero,hint_dead_included_root,hint_head_protected,hint_resurrect_head,hint_resurrect_tail,hint_shared_run_samples,hint_shared_run_sum,hint_shared_run_min,hint_shared_run_mean,hint_distinct_roots,hint_hash_chain_entries,hint_blocks_from_normal,hint_alloc_normal_after_dead,hint_hinted_inside_shared_run,hint_hint_lag_steps_sum,hint_hint_lag_max,hint_hint_lag_samples,hint_hint_lag_steps_mean,hint_prologue_probe_samples,hint_prologue_run_sum,hint_prologue_resident_sum,hint_prologue_referenced_sum,hint_prologue_first_hole_sum,hint_prologue_run_mean,hint_prologue_resident_mean,hint_prologue_referenced_mean,hint_prologue_first_hole_mean,hint_remote_kv_waiters_sum,hint_inflight_reserved_sum,hint_census_samples,hint_first_miss_probes,hint_first_miss_was_hinted,hint_first_miss_same_seq,hint_first_miss_other_seq,hint_first_miss_unknown_seq,hint_first_miss_hint_age_sum,hint_first_miss_hint_age_mean,hint_record_ms_mean,proxy_hint_tracked_sequences,proxy_hint_done_hints_sent,proxy_hint_done_no_known_requests,proxy_hint_hint_post_ok,proxy_hint_hint_post_failed,proxy_hint_hint_post_errors,proxy_hint_hint_post_404,proxy_hint_gap_hints_sent,proxy_hint_gap_hint_skipped_cold,proxy_hint_gap_discarded_stale,proxy_hint_tools_learned
af24e800-6b0d-44de-8759-e0389d9f3822,2rtxtune_c60,pallets__flask-5063,pallets__flask-5063,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,agentic,header,55,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,2,17525,pallets__flask-5063,47996,,1785852273.129438,1785852339.9631693,1785852339.9631693,200,7518,665,0,response,,,chatcmpl-a12fcc29b91d681c,think,66.83373141288757,,,False,,,False,True,False,1,False,,1,root,2,17525,1.0,1785852273.129,0.0,0,0,205,0.0,4644223,0.0,268775,0.0,,,3192144,0.0,,,,,,,76816580608,0.0,210598100992,0.0,,,1.9107052054703229,0.0,,8.336017043642698,0.0,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 20.7, ""n"": 1614}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 867.8, ""n"": 906}, ""think"": {""ewma_gap_ms"": 129.8, ""n"": 505}}"
33a102c7-029f-41cd-bd3b-4ed166539bd5,2rtxtune_c60,psf__requests-2674,psf__requests-2674,3a19a901ba0ea82d8cff0abca9bb3b279b212ad321c940fafad0359794252a13,agentic,header,9,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,3a19a901ba0ea82d8cff0abca9bb3b279b212ad321c940fafad0359794252a13,3a19a901ba0ea82d8cff0abca9bb3b279b212ad321c940fafad0359794252a13,2,15917,psf__requests-2674,9070,,1785852273.638858,1785852374.9398298,1785852374.9398298,200,7278,1143,4688,response,,,chatcmpl-92983999ca8ca89d,,101.3009717464447,,,False,,,False,True,False,1,False,,1,root,2,15917,1.0,1785852273.129,0.0,0,0,205,0.0,4644223,0.0,268775,0.0,,,3192144,0.0,,,,,,,76816580608,0.0,210598100992,0.0,,,1.9107052054703229,0.0,,8.336017043642698,0.0,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 20.7, ""n"": 1614}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 867.8, ""n"": 906}, ""think"": {""ewma_gap_ms"": 129.8, ""n"": 505}}"
ec80eb5a-65a8-4cdf-89f1-bce5a2465651,2rtxtune_c60,pytest-dev__pytest-5227,pytest-dev__pytest-5227,77d912a5b9c1e05e58c67336bc2c3c687b5ff897ae2783f4f5d56aced7e90f6a,agentic,header,36,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,77d912a5b9c1e05e58c67336bc2c3c687b5ff897ae2783f4f5d56aced7e90f6a,77d912a5b9c1e05e58c67336bc2c3c687b5ff897ae2783f4f5d56aced7e90f6a,2,16521,pytest-dev__pytest-5227,15942,,1785852274.12381,1785852387.31635,1785852387.31635,200,7459,1256,4704,response,,,chatcmpl-bd9bfa5c99ce4b4c,terminal,113.19253993034363,,,False,,,False,True,False,1,False,,1,root,2,16521,1.0,1785852273.129,0.0,0,0,205,0.0,4644223,0.0,268775,0.0,,,3192144,0.0,,,,,,,76816580608,0.0,210598100992,0.0,,,1.9107052054703229,0.0,,8.336017043642698,0.0,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 20.7, ""n"": 1614}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 867.8, ""n"": 906}, ""think"": {""ewma_gap_ms"": 129.8, ""n"": 505}}"
2592a46d-0c97-492a-9df8-5be401d20d6f,2rtxtune_c60,sphinx-doc__sphinx-10325,sphinx-doc__sphinx-10325,c16d6ce409a72044bce4a7a68bfbc9a10bf92422f0495fdac6a7a2cc6e977fa1,agentic,header,32,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,c16d6ce409a72044bce4a7a68bfbc9a10bf92422f0495fdac6a7a2cc6e977fa1,c16d6ce409a72044bce4a7a68bfbc9a10bf92422f0495fdac6a7a2cc6e977fa1,2,16554,sphinx-doc__sphinx-10325,25261,,1785852274.4305594,1785852352.7380075,1785852352.7380075,200,7384,850,4688,response,,,chatcmpl-b434626b9aa72c9e,think,78.30744814872742,,,False,,,False,True,False,1,False,,1,root,2,16554,1.0,1785852273.129,0.0,0,0,205,0.0,4644223,0.0,268775,0.0,,,3192144,0.0,,,,,,,76816580608,0.0,210598100992,0.0,,,1.9107052054703229,0.0,,8.336017043642698,0.0,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 20.7, ""n"": 1614}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 867.8, ""n"": 906}, ""think"": {""ewma_gap_ms"": 129.8, ""n"": 505}}"
3e73df05-583b-4d84-aaf9-aa607f6f8592,2rtxtune_c60,psf__requests-1963,psf__requests-1963,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,agentic,header,41,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,2,16095,psf__requests-1963,31402,,1785852274.437861,1785852370.0081258,1785852370.0081258,200,7348,1083,4704,response,,,chatcmpl-9577faaf384c4c75,think,95.57026481628418,,,False,,,False,True,False,1,False,,1,root,2,16095,1.0,1785852273.129,0.0,0,0,205,0.0,4644223,0.0,268775,0.0,,,3192144,0.0,,,,,,,76816580608,0.0,210598100992,0.0,,,1.9107052054703229,0.0,,8.336017043642698,0.0,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 20.7, ""n"": 1614}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 867.8, ""n"": 906}, ""think"": {""ewma_gap_ms"": 129.8, ""n"": 505}}"
46e6152d-72e5-42be-b8ad-ecd87f45d7c1,2rtxtune_c60,pytest-dev__pytest-5221,pytest-dev__pytest-5221,87039de6a33f28b6db97bec0587e29e897737a7d7ad3f219f98ffbed373e0779,agentic,header,58,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,87039de6a33f28b6db97bec0587e29e897737a7d7ad3f219f98ffbed373e0779,87039de6a33f28b6db97bec0587e29e897737a7d7ad3f219f98ffbed373e0779,2,15639,pytest-dev__pytest-5221,33317,,1785852274.43956,1785852335.9729168,1785852335.9729168,200,7219,597,4704,response,,,chatcmpl-9d78fb369aecdd8c,terminal,61.53335690498352,,,False,,,False,True,False,1,False,,1,root,2,15639,1.0,1785852273.129,0.0,0,0,205,0.0,4644223,0.0,268775,0.0,,,3192144,0.0,,,,,,,76816580608,0.0,210598100992,0.0,,,1.9107052054703229,0.0,,8.336017043642698,0.0,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 20.7, ""n"": 1614}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 867.8, ""n"": 906}, ""think"": {""ewma_gap_ms"": 129.8, ""n"": 505}}"
6a666e1a-ec6a-4012-ae2b-14f50ef51543,2rtxtune_c60,mwaskom__seaborn-2848,mwaskom__seaborn-2848,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,agentic,header,45,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,2,16385,mwaskom__seaborn-2848,26461,,1785852274.5190964,1785852361.8009822,1785852361.8009822,200,7415,992,4688,response,,,chatcmpl-a477e099ee64638f,think,87.28188586235046,,,False,,,False,True,False,1,False,,1,root,2,16385,1.0,1785852273.129,0.0,0,0,205,0.0,4644223,0.0,268775,0.0,,,3192144,0.0,,,,,,,76816580608,0.0,210598100992,0.0,,,1.9107052054703229,0.0,,8.336017043642698,0.0,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 20.7, ""n"": 1614}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 867.8, ""n"": 906}, ""think"": {""ewma_gap_ms"": 129.8, ""n"": 505}}"
c3d3870c-0758-4e4a-adce-d5380553e6ba,2rtxtune_c60,pallets__flask-4045,pallets__flask-4045,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,agentic,header,85,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,2,15630,pallets__flask-4045,33975,,1785852274.9263127,1785852334.6160433,1785852334.6160433,200,7218,574,4704,response,,,chatcmpl-bd0c7b40276f14d1,terminal,59.689730644226074,,,False,,,False,True,False,1,False,,1,root,2,15630,1.0,1785852273.129,0.0,0,0,205,0.0,4644223,0.0,268775,0.0,,,3192144,0.0,,,,,,,76816580608,0.0,210598100992,0.0,,,1.9107052054703229,0.0,,8.336017043642698,0.0,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 20.7, ""n"": 1614}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 867.8, ""n"": 906}, ""think"": {""ewma_gap_ms"": 129.8, ""n"": 505}}"
b34bca80-a93a-4ba9-a2ec-8bbd18fb15d1,2rtxtune_c60,psf__requests-3362,psf__requests-3362,18beb554794ec1641f45dd708654b6eaab4a71890453e81d5c94fdd2afb3cb92,agentic,header,9,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,18beb554794ec1641f45dd708654b6eaab4a71890453e81d5c94fdd2afb3cb92,18beb554794ec1641f45dd708654b6eaab4a71890453e81d5c94fdd2afb3cb92,2,15940,psf__requests-3362,11244,,1785852274.927585,1785852362.5620134,1785852362.5620134,200,7294,1004,4704,response,,,chatcmpl-bc772501ed6e2915,,87.63442850112915,,,False,,,False,True,False,1,False,,1,root,2,15940,1.0,1785852273.129,0.0,0,0,205,0.0,4644223,0.0,268775,0.0,,,3192144,0.0,,,,,,,76816580608,0.0,210598100992,0.0,,,1.9107052054703229,0.0,,8.336017043642698,0.0,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 20.7, ""n"": 1614}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 867.8, ""n"": 906}, ""think"": {""ewma_gap_ms"": 129.8, ""n"": 505}}"
ca13d477-416d-4b9c-a9e1-e215d87ff0bd,2rtxtune_c60,pylint-dev__pylint-7228,pylint-dev__pylint-7228,f4bf4733d0b71086b87fb8f641c47496b4afa09c1c23cf83f66c694928d5fae4,agentic,header,35,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,f4bf4733d0b71086b87fb8f641c47496b4afa09c1c23cf83f66c694928d5fae4,f4bf4733d0b71086b87fb8f641c47496b4afa09c1c23cf83f66c694928d5fae4,2,19708,pylint-dev__pylint-7228,27228,,1785852275.0177875,1785852491.4732306,1785852491.4732306,200,8556,2197,4688,response,,,chatcmpl-96298484e1f8e1a8,,216.4554431438446,,,False,,,False,True,False,1,False,,1,root,2,19708,1.0,1785852273.129,0.0,0,0,205,0.0,4644223,0.0,268775,0.0,,,3192144,0.0,,,,,,,76816580608,0.0,210598100992,0.0,,,1.9107052054703229,0.0,,8.336017043642698,0.0,,vllm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,,,,0,0,,"{""file_editor"": {""ewma_gap_ms"": 20.7, ""n"": 1614}, ""task_tracker"": {""ewma_gap_ms"": 147.4, ""n"": 2}, ""terminal"": {""ewma_gap_ms"": 867.8, ""n"": 906}, ""think"": {""ewma_gap_ms"": 129.8, ""n"": 505}}"
