request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_load_time_s_mean,offload_alloc_failures,offload_alloc_failures_delta,engine
1774b234-3f92-40f8-809b-386fa8972c89,2kvo_fp8_c32,psf__requests-1963,psf__requests-1963,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,agentic,header,6,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,2,16095,1784828342.3071563,1784828424.8582103,1784828424.8582103,200.0,7344.0,838.0,,response,,,82.55105400085449,,,False,,,False,True,False,1,False,,1,root,2,16095,1.0,1784828342.307,0.0,0,0,156,0.0,6609101,0.0,383459,0.0,,,5960976,0.0,,,,,,,195098050560,0.0,103223918592,0.0,,,,vllm
ddfc790b-cdb1-4b67-a4b8-3318e893839f,2kvo_fp8_c32,mwaskom__seaborn-2848,mwaskom__seaborn-2848,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,agentic,header,3,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,2,16385,1784828342.3523896,1784828436.341331,1784828436.341331,200.0,7411.0,1012.0,,response,,,93.98894143104553,,,False,,,False,True,False,1,False,,1,root,2,16385,1.0,1784828342.307,0.0,0,0,156,0.0,6609101,0.0,383459,0.0,,,5960976,0.0,,,,,,,195098050560,0.0,103223918592,0.0,,,,vllm
b6d3a9fa-badd-4978-8f31-bbe4bd149c99,2kvo_fp8_c32,pallets__flask-4045,pallets__flask-4045,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,agentic,header,14,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,2,15630,1784828342.3538802,1784828415.569702,1784828415.569702,200.0,7214.0,695.0,,response,,,73.21582174301147,,,False,,,False,True,False,1,False,,1,root,2,15630,1.0,1784828342.307,0.0,0,0,156,0.0,6609101,0.0,383459,0.0,,,5960976,0.0,,,,,,,195098050560,0.0,103223918592,0.0,,,,vllm
f42d27ff-b55f-44d9-b8f4-7870c2723f3f,2kvo_fp8_c32,pallets__flask-4992,pallets__flask-4992,fc9d42d43e645e4ef9881b8809e89dc1a34aeb684050aebbaabbb3ff78fc9ee0,agentic,header,3,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,fc9d42d43e645e4ef9881b8809e89dc1a34aeb684050aebbaabbb3ff78fc9ee0,fc9d42d43e645e4ef9881b8809e89dc1a34aeb684050aebbaabbb3ff78fc9ee0,2,16595,1784828342.357388,1784828442.312986,1784828442.312986,200.0,7441.0,1104.0,,response,,,99.95559787750244,,,False,,,False,True,False,1,False,,1,root,2,16595,1.0,1784828342.307,0.0,0,0,156,0.0,6609101,0.0,383459,0.0,,,5960976,0.0,,,,,,,195098050560,0.0,103223918592,0.0,,,,vllm
f359057d-f03b-42b4-85ad-ecce8a2aa383,2kvo_fp8_c32,pydata__xarray-4248,pydata__xarray-4248,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,agentic,header,10,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,2,16323,1784828342.3650467,1784828399.7703905,1784828399.7703905,200.0,7428.0,545.0,,response,,,57.405343770980835,,,False,,,False,True,False,1,False,,1,root,2,16323,1.0,1784828342.307,0.0,0,0,156,0.0,6609101,0.0,383459,0.0,,,5960976,0.0,,,,,,,195098050560,0.0,103223918592,0.0,,,,vllm
c88753e0-d59a-4d1a-9777-562f17d0c07f,2kvo_fp8_c32,pytest-dev__pytest-11143,pytest-dev__pytest-11143,5e2613091c57f1bc0159cdb9555411835177971d1fdb67e376ebc05524e06ac7,agentic,header,3,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,5e2613091c57f1bc0159cdb9555411835177971d1fdb67e376ebc05524e06ac7,5e2613091c57f1bc0159cdb9555411835177971d1fdb67e376ebc05524e06ac7,2,20774,1784828342.3669066,1784828427.3268728,1784828427.3268728,200.0,8996.0,865.0,,response,,,84.95996618270874,,,False,,,False,True,False,1,False,,1,root,2,20774,1.0,1784828342.307,0.0,0,0,156,0.0,6609101,0.0,383459,0.0,,,5960976,0.0,,,,,,,195098050560,0.0,103223918592,0.0,,,,vllm
7d6021cc-a572-4aa3-a226-a812dd836be4,2kvo_fp8_c32,mwaskom__seaborn-3190,mwaskom__seaborn-3190,1acaf03eb09082e3ba0e71f7b27f093b10f3fff4149aebd0cea4dbd92b10c121,agentic,header,1,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,1acaf03eb09082e3ba0e71f7b27f093b10f3fff4149aebd0cea4dbd92b10c121,1acaf03eb09082e3ba0e71f7b27f093b10f3fff4149aebd0cea4dbd92b10c121,2,17299,1784828342.3767362,1784828437.9142706,1784828437.9142706,200.0,7686.0,1032.0,,response,,,95.53753447532654,,,False,,,False,True,False,1,False,,1,root,2,17299,1.0,1784828342.307,0.0,0,0,156,0.0,6609101,0.0,383459,0.0,,,5960976,0.0,,,,,,,195098050560,0.0,103223918592,0.0,,,,vllm
67066775-ef67-49e9-b06c-53b7cb433d92,2kvo_fp8_c32,pydata__xarray-4094,pydata__xarray-4094,10210ff95cc537a385031e6b4159bcc33e451ddbc3ac2a8c0099fbdd5611edc4,agentic,header,4,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,10210ff95cc537a385031e6b4159bcc33e451ddbc3ac2a8c0099fbdd5611edc4,10210ff95cc537a385031e6b4159bcc33e451ddbc3ac2a8c0099fbdd5611edc4,2,17160,1784828342.3859878,1784828513.2751925,1784828513.2751925,200.0,7754.0,1938.0,,response,,,170.8892047405243,,,False,,,False,True,False,1,False,,1,root,2,17160,1.0,1784828342.307,0.0,0,0,156,0.0,6609101,0.0,383459,0.0,,,5960976,0.0,,,,,,,195098050560,0.0,103223918592,0.0,,,,vllm
04d957e0-84d5-4c38-be6e-9ccdb7cf32e0,2kvo_fp8_c32,mwaskom__seaborn-3010,mwaskom__seaborn-3010,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,agentic,header,21,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,2,19531,1784828342.3912072,1784828443.3115087,1784828443.3115087,200.0,8455.0,1113.0,,response,,,100.92030143737793,,,False,,,False,True,False,1,False,,1,root,2,19531,1.0,1784828342.307,0.0,0,0,156,0.0,6609101,0.0,383459,0.0,,,5960976,0.0,,,,,,,195098050560,0.0,103223918592,0.0,,,,vllm
3f293dd4-82db-4342-99c9-36e30253167d,2kvo_fp8_c32,psf__requests-2148,psf__requests-2148,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,agentic,header,1,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,2,17762,1784828342.3944528,1784828422.9120255,1784828422.9120255,200.0,7931.0,796.0,,response,,,80.51757264137268,,,False,,,False,True,False,1,False,,1,root,2,17762,1.0,1784828342.307,0.0,0,0,156,0.0,6609101,0.0,383459,0.0,,,5960976,0.0,,,,,,,195098050560,0.0,103223918592,0.0,,,,vllm
