request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,response_id,tool_called,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_load_time_s_mean,offload_alloc_failures,offload_alloc_failures_delta,engine,hint_hints_received,hint_hints_unknown_req,hint_hints_no_blocks,hint_blocks_willneed,hint_blocks_dontneed,hint_blocks_pageout,hint_blocks_expired,hint_blocks_noop,hint_blocks_resumed,hint_blocks_dead_resurrected,hint_blocks_stolen_dead,hint_blocks_stolen_later,hint_blocks_stolen_soon,hint_apply_seconds,hint_reap_seconds,hint_record_seconds,hint_record_calls,hint_hint_queue_reached,hint_head_resident_probes,hint_head_absent,hint_head_refcnt_zero,hint_dead_included_root,hint_head_protected,hint_resurrect_head,hint_resurrect_tail,hint_shared_run_samples,hint_shared_run_sum,hint_shared_run_min,hint_shared_run_mean,hint_distinct_roots,hint_hash_chain_entries,hint_blocks_from_normal,hint_alloc_normal_after_dead,hint_hinted_inside_shared_run,hint_hint_lag_steps_sum,hint_hint_lag_max,hint_hint_lag_samples,hint_hint_lag_steps_mean,hint_prologue_probe_samples,hint_prologue_run_sum,hint_prologue_resident_sum,hint_prologue_referenced_sum,hint_prologue_first_hole_sum,hint_prologue_run_mean,hint_prologue_resident_mean,hint_prologue_referenced_mean,hint_prologue_first_hole_mean,hint_remote_kv_waiters_sum,hint_inflight_reserved_sum,hint_census_samples,hint_first_miss_probes,hint_first_miss_was_hinted,hint_first_miss_same_seq,hint_first_miss_other_seq,hint_first_miss_unknown_seq,hint_first_miss_hint_age_sum,hint_first_miss_hint_age_mean,hint_record_ms_mean,proxy_hint_tracked_sequences,proxy_hint_done_hints_sent,proxy_hint_done_no_known_requests,proxy_hint_hint_post_ok,proxy_hint_hint_post_failed,proxy_hint_hint_post_errors,proxy_hint_hint_post_404,proxy_hint_gap_hints_sent,proxy_hint_gap_hint_skipped_cold,proxy_hint_gap_discarded_stale,proxy_hint_tools_learned
83ec7e58-2a40-4221-b90c-d878e709be9b,nohint1,sympy__sympy-11897,sympy__sympy-11897,bb5fea3fa54e1a5cc7b43310dec7346fe857bf6b57f8c4fc6965baa8673488f4,agentic,header,10,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,bb5fea3fa54e1a5cc7b43310dec7346fe857bf6b57f8c4fc6965baa8673488f4,bb5fea3fa54e1a5cc7b43310dec7346fe857bf6b57f8c4fc6965baa8673488f4,2,16072,1785757215.0772119,1785757334.5109375,1785757334.5109375,200,7396,1928,7392,response,,,chatcmpl-81bdeab4d49513c0,think,119.43372559547424,,,False,,,False,True,False,1,False,,1,root,2,16072,1.0,1785757215.077,0.0,0,0,79,0.0,5651713,0.0,300856,0.0,,,4555712,0.0,,,,,,,79129739264,0.0,209140580352,0.0,,,,vllm,55,6,31,0,5649,0,0,0,0,0,5649,0,0,0.043166905641555786,0.0,0.32081530801951885,486,0,49,0,0,0,0,0,0,49,25492,0,92.20560883464111,0,33346,133532,16026,0,11643,0,49,29.206044754431872,42,27000,26683,18691,26683,81.20223038215693,80.24330205358359,37.2668298653611,80.24330205358359,0,0,42,3310,0,0,0,0,0,,0.08816139905852532,40,55,3,55,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 19.2, ""n"": 388}, ""terminal"": {""ewma_gap_ms"": 1013.9, ""n"": 163}, ""think"": {""ewma_gap_ms"": 17.8, ""n"": 71}}"
d916315b-5552-4d5a-ae48-75c769089cc1,nohint1,pylint-dev__pylint-5859,pylint-dev__pylint-5859,a81963ae8de5718c06794c09dc1aa80665637004462c81f06869c80501c21d56,agentic,header,13,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,a81963ae8de5718c06794c09dc1aa80665637004462c81f06869c80501c21d56,a81963ae8de5718c06794c09dc1aa80665637004462c81f06869c80501c21d56,2,16400,1785757215.1060786,1785757381.4110003,1785757381.4110003,200,7495,2524,7488,response,,,chatcmpl-8adaf0c30e579788,think,166.30492162704468,,,False,,,False,True,False,1,False,,1,root,2,16400,1.0,1785757215.077,0.0,0,0,79,0.0,5651713,0.0,300856,0.0,,,4555712,0.0,,,,,,,79129739264,0.0,209140580352,0.0,,,,vllm,55,6,31,0,5649,0,0,0,0,0,5649,0,0,0.043166905641555786,0.0,0.32081530801951885,486,0,49,0,0,0,0,0,0,49,25492,0,92.20560883464111,0,33346,133532,16026,0,11643,0,49,29.206044754431872,42,27000,26683,18691,26683,81.20223038215693,80.24330205358359,37.2668298653611,80.24330205358359,0,0,42,3310,0,0,0,0,0,,0.08816139905852532,40,55,3,55,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 19.2, ""n"": 388}, ""terminal"": {""ewma_gap_ms"": 1013.9, ""n"": 163}, ""think"": {""ewma_gap_ms"": 17.8, ""n"": 71}}"
77ee6828-0fef-447c-beeb-ad7aeca20243,nohint1,mwaskom__seaborn-3190,mwaskom__seaborn-3190,1acaf03eb09082e3ba0e71f7b27f093b10f3fff4149aebd0cea4dbd92b10c121,agentic,header,16,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,1acaf03eb09082e3ba0e71f7b27f093b10f3fff4149aebd0cea4dbd92b10c121,1acaf03eb09082e3ba0e71f7b27f093b10f3fff4149aebd0cea4dbd92b10c121,2,17299,1785757215.1292439,1785757255.9804864,1785757255.9804864,200,7690,627,7680,response,,,chatcmpl-a5063c724e44c44e,think,40.851242542266846,,,False,,,False,True,False,1,False,,1,root,2,17299,1.0,1785757215.077,0.0,0,0,79,0.0,5651713,0.0,300856,0.0,,,4555712,0.0,,,,,,,79129739264,0.0,209140580352,0.0,,,,vllm,55,6,31,0,5649,0,0,0,0,0,5649,0,0,0.043166905641555786,0.0,0.32081530801951885,486,0,49,0,0,0,0,0,0,49,25492,0,92.20560883464111,0,33346,133532,16026,0,11643,0,49,29.206044754431872,42,27000,26683,18691,26683,81.20223038215693,80.24330205358359,37.2668298653611,80.24330205358359,0,0,42,3310,0,0,0,0,0,,0.08816139905852532,40,55,3,55,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 19.2, ""n"": 388}, ""terminal"": {""ewma_gap_ms"": 1013.9, ""n"": 163}, ""think"": {""ewma_gap_ms"": 17.8, ""n"": 71}}"
871e1cb6-d5e3-4c00-9d50-cb3d657aedff,nohint1,django__django-10924,django__django-10924,2e3e123d5e76cb7d6d12af8f0ea709eb54ca93c2b1bb30b94cc6ad102f4fc926,agentic,header,7,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,2e3e123d5e76cb7d6d12af8f0ea709eb54ca93c2b1bb30b94cc6ad102f4fc926,2e3e123d5e76cb7d6d12af8f0ea709eb54ca93c2b1bb30b94cc6ad102f4fc926,2,16235,1785757215.1787615,1785757347.1557353,1785757347.1557353,200,7339,2066,7328,response,,,chatcmpl-b6ee6b7ffa7518c2,file_editor,131.97697377204895,,,False,,,False,True,False,1,False,,1,root,2,16235,1.0,1785757215.077,0.0,0,0,79,0.0,5651713,0.0,300856,0.0,,,4555712,0.0,,,,,,,79129739264,0.0,209140580352,0.0,,,,vllm,55,6,31,0,5649,0,0,0,0,0,5649,0,0,0.043166905641555786,0.0,0.32081530801951885,486,0,49,0,0,0,0,0,0,49,25492,0,92.20560883464111,0,33346,133532,16026,0,11643,0,49,29.206044754431872,42,27000,26683,18691,26683,81.20223038215693,80.24330205358359,37.2668298653611,80.24330205358359,0,0,42,3310,0,0,0,0,0,,0.08816139905852532,40,55,3,55,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 19.2, ""n"": 388}, ""terminal"": {""ewma_gap_ms"": 1013.9, ""n"": 163}, ""think"": {""ewma_gap_ms"": 17.8, ""n"": 71}}"
01f261b5-7f4c-4bc9-9d5a-ec0725e7fb3d,nohint1,pallets__flask-5063,pallets__flask-5063,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,agentic,header,12,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,2,17525,1785757215.2763937,1785757274.4418647,1785757274.4418647,200,7518,987,7504,response,,,chatcmpl-8762fb20370d0b80,think,59.16547107696533,,,False,,,False,True,False,1,False,,1,root,2,17525,1.0,1785757215.077,0.0,0,0,79,0.0,5651713,0.0,300856,0.0,,,4555712,0.0,,,,,,,79129739264,0.0,209140580352,0.0,,,,vllm,55,6,31,0,5649,0,0,0,0,0,5649,0,0,0.043166905641555786,0.0,0.32081530801951885,486,0,49,0,0,0,0,0,0,49,25492,0,92.20560883464111,0,33346,133532,16026,0,11643,0,49,29.206044754431872,42,27000,26683,18691,26683,81.20223038215693,80.24330205358359,37.2668298653611,80.24330205358359,0,0,42,3310,0,0,0,0,0,,0.08816139905852532,40,55,3,55,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 19.2, ""n"": 388}, ""terminal"": {""ewma_gap_ms"": 1013.9, ""n"": 163}, ""think"": {""ewma_gap_ms"": 17.8, ""n"": 71}}"
f05e7c5e-5cab-4c56-a4f6-32d6db22fd31,nohint1,django__django-11019,django__django-11019,76b99724cdbddc222ef4e1615df1d983c303134cb568d10563c7143af80a26a2,agentic,header,9,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,76b99724cdbddc222ef4e1615df1d983c303134cb568d10563c7143af80a26a2,76b99724cdbddc222ef4e1615df1d983c303134cb568d10563c7143af80a26a2,2,17240,1785757215.2876415,1785757303.252501,1785757303.252501,200,7562,1509,4704,response,,,chatcmpl-8c9e624d30b40b56,think,87.96485948562622,,,False,,,False,True,False,1,False,,1,root,2,17240,1.0,1785757215.077,0.0,0,0,79,0.0,5651713,0.0,300856,0.0,,,4555712,0.0,,,,,,,79129739264,0.0,209140580352,0.0,,,,vllm,55,6,31,0,5649,0,0,0,0,0,5649,0,0,0.043166905641555786,0.0,0.32081530801951885,486,0,49,0,0,0,0,0,0,49,25492,0,92.20560883464111,0,33346,133532,16026,0,11643,0,49,29.206044754431872,42,27000,26683,18691,26683,81.20223038215693,80.24330205358359,37.2668298653611,80.24330205358359,0,0,42,3310,0,0,0,0,0,,0.08816139905852532,40,55,3,55,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 19.2, ""n"": 388}, ""terminal"": {""ewma_gap_ms"": 1013.9, ""n"": 163}, ""think"": {""ewma_gap_ms"": 17.8, ""n"": 71}}"
3664e61e-ad61-482a-8e1d-188bd2cc0b8c,nohint1,sphinx-doc__sphinx-10325,sphinx-doc__sphinx-10325,c16d6ce409a72044bce4a7a68bfbc9a10bf92422f0495fdac6a7a2cc6e977fa1,agentic,header,16,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,c16d6ce409a72044bce4a7a68bfbc9a10bf92422f0495fdac6a7a2cc6e977fa1,c16d6ce409a72044bce4a7a68bfbc9a10bf92422f0495fdac6a7a2cc6e977fa1,2,16554,1785757215.289079,1785757279.9029286,1785757279.9029286,200,7384,1093,7376,response,,,chatcmpl-83a9f7c42dd4d3b9,think,64.61384963989258,,,False,,,False,True,False,1,False,,1,root,2,16554,1.0,1785757215.077,0.0,0,0,79,0.0,5651713,0.0,300856,0.0,,,4555712,0.0,,,,,,,79129739264,0.0,209140580352,0.0,,,,vllm,55,6,31,0,5649,0,0,0,0,0,5649,0,0,0.043166905641555786,0.0,0.32081530801951885,486,0,49,0,0,0,0,0,0,49,25492,0,92.20560883464111,0,33346,133532,16026,0,11643,0,49,29.206044754431872,42,27000,26683,18691,26683,81.20223038215693,80.24330205358359,37.2668298653611,80.24330205358359,0,0,42,3310,0,0,0,0,0,,0.08816139905852532,40,55,3,55,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 19.2, ""n"": 388}, ""terminal"": {""ewma_gap_ms"": 1013.9, ""n"": 163}, ""think"": {""ewma_gap_ms"": 17.8, ""n"": 71}}"
52e202b7-6429-4b6b-9f66-6cda216b49eb,nohint1,django__django-11001,django__django-11001,343fefcb87ccf042fc8ba135509f34b85ffb10e719a71f7f85e4f574b4ad4195,agentic,header,9,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,343fefcb87ccf042fc8ba135509f34b85ffb10e719a71f7f85e4f574b4ad4195,343fefcb87ccf042fc8ba135509f34b85ffb10e719a71f7f85e4f574b4ad4195,2,17713,1785757215.3104544,1785757266.5566792,1785757266.5566792,200,7675,846,7664,response,,,chatcmpl-83e2b0d244ede492,file_editor,51.246224880218506,,,False,,,False,True,False,1,False,,1,root,2,17713,1.0,1785757215.077,0.0,0,0,79,0.0,5651713,0.0,300856,0.0,,,4555712,0.0,,,,,,,79129739264,0.0,209140580352,0.0,,,,vllm,55,6,31,0,5649,0,0,0,0,0,5649,0,0,0.043166905641555786,0.0,0.32081530801951885,486,0,49,0,0,0,0,0,0,49,25492,0,92.20560883464111,0,33346,133532,16026,0,11643,0,49,29.206044754431872,42,27000,26683,18691,26683,81.20223038215693,80.24330205358359,37.2668298653611,80.24330205358359,0,0,42,3310,0,0,0,0,0,,0.08816139905852532,40,55,3,55,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 19.2, ""n"": 388}, ""terminal"": {""ewma_gap_ms"": 1013.9, ""n"": 163}, ""think"": {""ewma_gap_ms"": 17.8, ""n"": 71}}"
b12db9b2-8ad0-4947-97da-32d916cd6f7b,nohint1,matplotlib__matplotlib-18869,matplotlib__matplotlib-18869,acab764a1ed6eaf6e72a7e619357fc03baa3bbc7f9849283b7ba04ef3d3fcb4c,agentic,header,8,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,acab764a1ed6eaf6e72a7e619357fc03baa3bbc7f9849283b7ba04ef3d3fcb4c,acab764a1ed6eaf6e72a7e619357fc03baa3bbc7f9849283b7ba04ef3d3fcb4c,2,17189,1785757215.3703077,1785757257.3775866,1785757257.3775866,200,7522,653,4704,response,,,chatcmpl-8f2605cd4579a7d3,terminal,42.00727891921997,,,False,,,False,True,False,1,False,,1,root,2,17189,1.0,1785757215.077,0.0,0,0,79,0.0,5651713,0.0,300856,0.0,,,4555712,0.0,,,,,,,79129739264,0.0,209140580352,0.0,,,,vllm,55,6,31,0,5649,0,0,0,0,0,5649,0,0,0.043166905641555786,0.0,0.32081530801951885,486,0,49,0,0,0,0,0,0,49,25492,0,92.20560883464111,0,33346,133532,16026,0,11643,0,49,29.206044754431872,42,27000,26683,18691,26683,81.20223038215693,80.24330205358359,37.2668298653611,80.24330205358359,0,0,42,3310,0,0,0,0,0,,0.08816139905852532,40,55,3,55,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 19.2, ""n"": 388}, ""terminal"": {""ewma_gap_ms"": 1013.9, ""n"": 163}, ""think"": {""ewma_gap_ms"": 17.8, ""n"": 71}}"
cd201b6d-21eb-45ae-879d-8adb948d8c5c,nohint1,astropy__astropy-12907,astropy__astropy-12907,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,agentic,header,10,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,2,16722,1785757215.3720589,1785757269.9169211,1785757269.9169211,200,7494,888,7488,response,,,chatcmpl-b3ce14eff4ab61b6,think,54.544862270355225,,,False,,,False,True,False,1,False,,1,root,2,16722,1.0,1785757215.077,0.0,0,0,79,0.0,5651713,0.0,300856,0.0,,,4555712,0.0,,,,,,,79129739264,0.0,209140580352,0.0,,,,vllm,55,6,31,0,5649,0,0,0,0,0,5649,0,0,0.043166905641555786,0.0,0.32081530801951885,486,0,49,0,0,0,0,0,0,49,25492,0,92.20560883464111,0,33346,133532,16026,0,11643,0,49,29.206044754431872,42,27000,26683,18691,26683,81.20223038215693,80.24330205358359,37.2668298653611,80.24330205358359,0,0,42,3310,0,0,0,0,0,,0.08816139905852532,40,55,3,55,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 19.2, ""n"": 388}, ""terminal"": {""ewma_gap_ms"": 1013.9, ""n"": 163}, ""think"": {""ewma_gap_ms"": 17.8, ""n"": 71}}"
