request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,response_id,tool_called,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_load_time_s_mean,offload_alloc_failures,offload_alloc_failures_delta,engine
5eb53c09-c39e-47b6-a0b9-c9f894325c3a,4dontneed_c32,pallets__flask-4045,pallets__flask-4045,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,agentic,header,29,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,2,15630,1785330112.9524305,1785330190.4155226,1785330190.4155226,200,7218.0,491.0,,response,,,chatcmpl-b5e0a4dcb55557ce,file_editor,77.46309208869934,,,False,,,False,True,False,1,False,,1,root,2,15630,1.0,1785330112.952,0.0,0,0,60,0.0,19195958,0.0,636705,0.0,,,17691568,0.0,,,,,,,259356884992,0.0,265939845120,0.0,,,,vllm
40102c08-1574-4c3e-b35d-084a8ae90593,4dontneed_c32,psf__requests-2148,psf__requests-2148,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,agentic,header,2,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,2,17762,1785330113.2540672,1785330197.5943975,1785330197.5943975,200,7935.0,590.0,,response,,,chatcmpl-8e8194974b52b30c,think,84.34033036231995,,,False,,,False,True,False,1,False,,1,root,2,17762,1.0,1785330112.952,0.0,0,0,60,0.0,19195958,0.0,636705,0.0,,,17691568,0.0,,,,,,,259356884992,0.0,265939845120,0.0,,,,vllm
9ba26c21-31f4-4b93-aca1-7bf0d4ab1ecf,4dontneed_c32,pydata__xarray-4094,pydata__xarray-4094,10210ff95cc537a385031e6b4159bcc33e451ddbc3ac2a8c0099fbdd5611edc4,agentic,header,26,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,10210ff95cc537a385031e6b4159bcc33e451ddbc3ac2a8c0099fbdd5611edc4,10210ff95cc537a385031e6b4159bcc33e451ddbc3ac2a8c0099fbdd5611edc4,2,17160,1785330114.0569715,1785330559.2905803,1785330559.2905803,200,7758.0,3616.0,,response,,,chatcmpl-a5146254f0c7710a,think,445.23360872268677,,,False,,,False,True,False,1,False,,1,root,2,17160,1.0,1785330112.952,0.0,0,0,60,0.0,19195958,0.0,636705,0.0,,,17691568,0.0,,,,,,,259356884992,0.0,265939845120,0.0,,,,vllm
8ee7adf8-97a7-430e-846c-7e2ed9afe702,4dontneed_c32,psf__requests-2317,psf__requests-2317,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,agentic,header,2,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,2,16261,1785330114.0621767,1785330231.806935,1785330231.806935,200,7384.0,1029.0,,response,,,chatcmpl-84b356fb1ae5df5c,,117.74475836753845,,,False,,,False,True,False,1,False,,1,root,2,16261,1.0,1785330112.952,0.0,0,0,60,0.0,19195958,0.0,636705,0.0,,,17691568,0.0,,,,,,,259356884992,0.0,265939845120,0.0,,,,vllm
8a51c8fa-da3d-405e-b77b-f23e02148eeb,4dontneed_c32,pallets__flask-5063,pallets__flask-5063,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,agentic,header,36,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,2,17525,1785330114.129027,1785330194.5736077,1785330194.5736077,200,7518.0,549.0,,response,,,chatcmpl-ab51ce52ff50ddc5,think,80.44458079338074,,,False,,,False,True,False,1,False,,1,root,2,17525,1.0,1785330112.952,0.0,0,0,60,0.0,19195958,0.0,636705,0.0,,,17691568,0.0,,,,,,,259356884992,0.0,265939845120,0.0,,,,vllm
6d78d8bd-6fd4-4c8f-bd8d-f42c8cb1e59b,4dontneed_c32,psf__requests-1963,psf__requests-1963,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,agentic,header,9,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,2,16095,1785330114.4328058,1785330224.6696756,1785330224.6696756,200,7348.0,953.0,,response,,,chatcmpl-a1afcabae6406d6f,think,110.23686981201172,,,False,,,False,True,False,1,False,,1,root,2,16095,1.0,1785330112.952,0.0,0,0,60,0.0,19195958,0.0,636705,0.0,,,17691568,0.0,,,,,,,259356884992,0.0,265939845120,0.0,,,,vllm
b267c44c-68b1-445a-b8bb-4770ee774417,4dontneed_c32,mwaskom__seaborn-3010,mwaskom__seaborn-3010,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,agentic,header,16,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,2,19531,1785330114.4376016,1785330201.7791305,1785330201.7791305,200,8459.0,651.0,,response,,,chatcmpl-87e5ca5d5b745061,file_editor,87.34152889251709,,,False,,,False,True,False,1,False,,1,root,2,19531,1.0,1785330112.952,0.0,0,0,60,0.0,19195958,0.0,636705,0.0,,,17691568,0.0,,,,,,,259356884992,0.0,265939845120,0.0,,,,vllm
f61b9e8c-4f9d-41f1-9942-72e348247a2a,4dontneed_c32,pylint-dev__pylint-7080,pylint-dev__pylint-7080,b49786435607eef849d6719daa6f1ee85053c38a3d51d0e3c2ce7018fede6f93,agentic,header,17,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,b49786435607eef849d6719daa6f1ee85053c38a3d51d0e3c2ce7018fede6f93,b49786435607eef849d6719daa6f1ee85053c38a3d51d0e3c2ce7018fede6f93,2,41155,1785330114.4447286,1785330211.9251497,1785330211.9251497,200,14890.0,770.0,,response,,,chatcmpl-95b61dcb18ebd8c3,file_editor,97.48042106628418,,,False,,,False,True,False,1,False,,1,root,2,41155,1.0,1785330112.952,0.0,0,0,60,0.0,19195958,0.0,636705,0.0,,,17691568,0.0,,,,,,,259356884992,0.0,265939845120,0.0,,,,vllm
a3a9ba18-124b-490c-b789-a00db4c71fc0,4dontneed_c32,sphinx-doc__sphinx-10451,sphinx-doc__sphinx-10451,fa766e529457d27feb78163d291515d2d990dbb6011d37679f710c26961fd2db,agentic,header,14,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,fa766e529457d27feb78163d291515d2d990dbb6011d37679f710c26961fd2db,fa766e529457d27feb78163d291515d2d990dbb6011d37679f710c26961fd2db,2,17258,1785330114.471029,1785330232.4405017,1785330232.4405017,200,7592.0,1028.0,,response,,,chatcmpl-a8a574ac01b4795a,think,117.96947264671326,,,False,,,False,True,False,1,False,,1,root,2,17258,1.0,1785330112.952,0.0,0,0,60,0.0,19195958,0.0,636705,0.0,,,17691568,0.0,,,,,,,259356884992,0.0,265939845120,0.0,,,,vllm
66ba2032-6254-4d3e-ad8b-35be8a8614f2,4dontneed_c32,sphinx-doc__sphinx-10325,sphinx-doc__sphinx-10325,c16d6ce409a72044bce4a7a68bfbc9a10bf92422f0495fdac6a7a2cc6e977fa1,agentic,header,2,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,c16d6ce409a72044bce4a7a68bfbc9a10bf92422f0495fdac6a7a2cc6e977fa1,c16d6ce409a72044bce4a7a68bfbc9a10bf92422f0495fdac6a7a2cc6e977fa1,2,16554,1785330114.473148,1785330315.5046217,1785330315.5046217,200,7384.0,1636.0,,response,,,chatcmpl-be356c7fa8294c66,,201.0314736366272,,,False,,,False,True,False,1,False,,1,root,2,16554,1.0,1785330112.952,0.0,0,0,60,0.0,19195958,0.0,636705,0.0,,,17691568,0.0,,,,,,,259356884992,0.0,265939845120,0.0,,,,vllm
