request_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,engine
dc6dc144-5950-4943-bd0c-dbcc6a635fbc,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,2,17387,1784109040.2515516,1784109073.68679,1784109073.68679,200,7697.0,802.0,,response,,,33.43523836135864,,,False,,,False,False,False,1,False,,1,root,2,17387,1.0,,,,,,,,,,,,,
0ef0f2ae-9e4e-4d92-8123-6c96f497b9a4,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,1,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,d322ed773eea68eb6c0c44a3b4aaffd0a7ec55f6450af5ace8b2953c1028e0d7,be0eac625a372d35224a9483244463f9dbc2a68bf4667020a63278c13fcd0c44,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,4,21575,1784109074.7136915,1784109087.9031904,1784109087.9031904,200,8592.0,389.0,,response,,,13.189498901367188,,,False,1.0269014835357666,895.0,True,False,False,1,False,,1,root,2,17387,0.8058864426419466,,,,,,,,,,,,,
5f414521-c985-48d2-abc7-095d46663403,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,2,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,77990c2cac7606e5f1b2765eb1d141f6f414d44ff4a36a0693b5db06e8ea4f5b,68b89b53f9ee3c2e4d3527a7bafcf3c8ce0ef8c223db064f885c0f1460a10489,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,6,23754,1784109088.6103792,1784109121.4153924,1784109121.4153924,200,9069.0,643.0,,response,,,32.80501317977905,,,False,0.7071888446807861,477.0,True,False,False,1,False,,1,root,2,17387,0.7319609328955123,,,,,,,,,,,,,
acbc9433-fbe4-4e65-a409-7941b98d90e6,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,3,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,e26095bf10c661438e9a850cf74bd74981f32367ac4afd2932d2e75f66fb824f,6fe9438bf9025b6183077c4a7adc2c876938c2abad089005d6f2ee361d25aae8,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,8,27267,1784109121.4774847,1784109138.1074548,1784109138.1074548,200,9791.0,299.0,,response,,,16.62997007369995,,,False,0.06209230422973633,722.0,True,False,False,1,False,,1,root,2,17387,0.6376572413540177,,,,,,,,,,,,,
98dbf246-7fb1-4355-a3e5-b05006de48ad,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,4,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,c796c73ea5452588d3df3cc29b3613f0179866f9d0c50fc31287b49d7c090653,36a65eab5e37f63bb39b58ac441078705d31aac5a9aa516411a78583a5cc8abd,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,10,31115,1784109138.1945157,1784109181.0456107,1784109181.0456107,200,10841.0,717.0,,response,,,42.85109496116638,,,False,0.08706092834472656,1050.0,True,False,False,1,False,,1,root,2,17387,0.5587980073919332,,,,,,,,,,,,,
790d7111-cb90-47d3-a7cf-762c2156f48f,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,5,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,b4b9dce4b1c3f2f2dde4335f6c3f7f0c531bc4590dc1f76ab8820f488e1593ea,be86e953f2ab8fb0659a6f1c157a2debc2bb001acb7fcaa5159a7d00fab33056,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,12,35313,1784109181.1484795,1784109229.3458507,1784109229.3458507,200,11772.0,681.0,,response,,,48.19737124443054,,,False,0.10286879539489746,931.0,True,False,False,1,False,,1,root,2,17387,0.4923682496531023,,,,,,,,,,,,,
6efa58ea-9a33-47fc-9d3d-ad5709cb42f0,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,6,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,615a1473b5518a7d36e7aacefa7c322dd3defac25b1e058d9b892cda67aa50ec,5f4596e465f6048770d44fcf0689bd7899ffe0e07353d5cd7fa6b4db83358064,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,14,39390,1784109229.4578676,1784109287.068705,1784109287.068705,200,12728.0,979.0,,response,,,57.61083745956421,,,False,0.11201691627502441,956.0,True,False,False,1,False,,1,root,2,17387,0.44140644833714143,,,,,,,,,,,,,
a25c07da-231b-4ead-a177-9d0575ef014f,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,7,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,71ff18c4f830d718aaf4e82e2860401a002dfbfb210a23405025dfaa6456b8e4,a379ef0c349c587b51bcac73df8dd58a3d7a99b1bbddb13ea71a0c8388a5d43f,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,16,45210,1784109289.332305,1784109304.486071,1784109304.486071,200,14139.0,255.0,,response,,,15.15376615524292,,,False,2.2635998725891113,1411.0,True,False,False,1,False,,1,root,2,17387,0.38458305684583055,,,,,,,,,,,,,
149ec710-0436-4b08-8b84-b756208cb737,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,8,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,0b5d16b73192eedac33bad690c8913ba7a2bdcd117c3ec1e391323f5f7ba146b,b4615a2c86e69b77ee6e09bd8fbede4d84b46c94c1fe3b814c4d6e88dc47bb60,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,18,50436,1784109312.8027108,1784109332.2954447,1784109332.2954447,200,15353.0,346.0,,response,,,19.4927339553833,,,False,8.31663966178894,1214.0,True,False,False,1,False,,1,root,2,17387,0.3447339202157189,,,,,,,,,,,,,
9ebf6bfc-5249-46ee-971d-2d488ba1df1b,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,9,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,96c82c95b0237bc7df1aef920a0fc4019992f9056447f8c120c9ea201fd65d91,7be366abdb72a5347d5a43e3fae498af28969a4b4b4cc050d88987c87894fcb2,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,20,57416,1784109335.202573,1784109362.1480682,1784109362.1480682,200,20561.0,292.0,,response,,,26.945495128631592,,,False,2.90712833404541,5208.0,True,False,False,1,False,,1,root,2,17387,0.3028249965166504,,,,,,,,,,,,,
