request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,plas_key,plas_service_cum,plas_priority,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,response_id,tool_called,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_alloc_failures,offload_alloc_failures_delta,offload_load_time_s,offload_load_time_s_delta,offload_load_ms_per_byte,offload_store_time_s,offload_store_time_s_delta,offload_store_ms_per_byte,engine,hint_hints_received,hint_hints_unknown_req,hint_hints_no_blocks,hint_blocks_willneed,hint_blocks_dontneed,hint_blocks_pageout,hint_blocks_expired,hint_blocks_noop,hint_blocks_resumed,hint_blocks_dead_resurrected,hint_blocks_stolen_dead,hint_blocks_stolen_later,hint_blocks_stolen_soon,hint_apply_seconds,hint_reap_seconds,hint_record_seconds,hint_record_calls,hint_hint_queue_reached,hint_head_resident_probes,hint_head_absent,hint_head_refcnt_zero,hint_dead_included_root,hint_head_protected,hint_resurrect_head,hint_resurrect_tail,hint_shared_run_samples,hint_shared_run_sum,hint_shared_run_min,hint_shared_run_mean,hint_distinct_roots,hint_hash_chain_entries,hint_blocks_from_normal,hint_alloc_normal_after_dead,hint_hinted_inside_shared_run,hint_hint_lag_steps_sum,hint_hint_lag_max,hint_hint_lag_samples,hint_hint_lag_steps_mean,hint_prologue_probe_samples,hint_prologue_run_sum,hint_prologue_resident_sum,hint_prologue_referenced_sum,hint_prologue_first_hole_sum,hint_prologue_run_mean,hint_prologue_resident_mean,hint_prologue_referenced_mean,hint_prologue_first_hole_mean,hint_remote_kv_waiters_sum,hint_inflight_reserved_sum,hint_census_samples,hint_first_miss_probes,hint_first_miss_was_hinted,hint_first_miss_same_seq,hint_first_miss_other_seq,hint_first_miss_unknown_seq,hint_first_miss_hint_age_sum,hint_first_miss_hint_age_mean,hint_record_ms_mean,hint_transfer_samples,hint_transfer_ewma_ms_per_byte,hint_transfer_rtt_static_ms,hint_transfer_rtt_adaptive,proxy_hint_tracked_sequences,proxy_hint_done_hints_sent,proxy_hint_done_no_known_requests,proxy_hint_hint_post_ok,proxy_hint_hint_post_failed,proxy_hint_hint_post_errors,proxy_hint_hint_post_404,proxy_hint_gap_hints_sent,proxy_hint_gap_hint_skipped_cold,proxy_hint_gap_discarded_stale,proxy_hint_tools_learned
285114b0-c247-4f49-97c2-9d289b7afb1f,sd_c40,pallets__flask-4045,pallets__flask-4045,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,agentic,header,151,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,2,15630,pallets__flask-4045,54443,,1786017057.2445734,1786017102.042212,1786017102.042212,200,7218.0,655.0,0.0,response,,,chatcmpl-8578d6a2c8b4718d,file_editor,44.79763865470886,,,False,,,False,True,False,1,False,,1,root,2,15630,1.0,1786017052.245,0.0,0,0,31,0.0,22206103,0.0,1492555,0.0,,,18154096,0.0,,,,,,,264253734912,0.0,634428325888,0.0,,,4.726003136135639,0.0,,11.593540890328583,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.09011174459010363,282,0,0,0,0,0,0,0,0,0,0,0,,0,38280,56987,13753,0,0,0,0,,14,4116,4116,4115,4116,-5.353784956605637,-5.237343297974917,-0.17442140790745952,-5.237343297974917,2,458,16,530,0,0,0,0,0,,0.004925883852278878,15,6.780632470496046e-11,0.0,0,62,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 28.7, ""n"": 2137}, ""terminal"": {""ewma_gap_ms"": 891.7, ""n"": 1133}, ""think"": {""ewma_gap_ms"": 39.2, ""n"": 526}}"
3e5f91b1-a8bf-40e8-b701-177840099bff,sd_c40,psf__requests-1963,psf__requests-1963,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,agentic,header,59,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,2,16095,psf__requests-1963,50348,,1786017057.4120955,1786017115.9238374,1786017115.9238374,200,7348.0,981.0,4688.0,response,,,chatcmpl-8b624df07b113b00,think,58.51174187660217,,,False,,,False,True,False,1,False,,1,root,2,16095,1.0,1786017057.245,0.0,0,0,31,0.0,22206103,0.0,1492555,0.0,,,18154096,0.0,,,,,,,264253734912,0.0,634428325888,0.0,,,4.726003136135639,0.0,,11.593540890328583,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.09011174459010363,282,0,0,0,0,0,0,0,0,0,0,0,,0,38280,56987,13753,0,0,0,0,,14,4116,4116,4115,4116,-5.353784956605637,-5.237343297974917,-0.17442140790745952,-5.237343297974917,2,458,16,530,0,0,0,0,0,,0.004925883852278878,15,6.780632470496046e-11,0.0,0,62,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 28.7, ""n"": 2137}, ""terminal"": {""ewma_gap_ms"": 891.7, ""n"": 1133}, ""think"": {""ewma_gap_ms"": 39.2, ""n"": 526}}"
58df7334-55d6-4291-87ad-4ddd8521901d,sd_c40,pytest-dev__pytest-5103,pytest-dev__pytest-5103,9f024f95913b81b2730eb60f237866189ea7cb0ea9ae545e220eee4ce9cb36f6,agentic,header,76,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,9f024f95913b81b2730eb60f237866189ea7cb0ea9ae545e220eee4ce9cb36f6,9f024f95913b81b2730eb60f237866189ea7cb0ea9ae545e220eee4ce9cb36f6,2,17724,pytest-dev__pytest-5103,58559,,1786017057.879489,1786017114.7307286,1786017114.7307286,200,7743.0,943.0,4704.0,response,,,chatcmpl-894152a9d2b3fd48,think,56.8512396812439,,,False,,,False,True,False,1,False,,1,root,2,17724,1.0,1786017057.245,0.0,0,0,31,0.0,22206103,0.0,1492555,0.0,,,18154096,0.0,,,,,,,264253734912,0.0,634428325888,0.0,,,4.726003136135639,0.0,,11.593540890328583,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.09011174459010363,282,0,0,0,0,0,0,0,0,0,0,0,,0,38280,56987,13753,0,0,0,0,,14,4116,4116,4115,4116,-5.353784956605637,-5.237343297974917,-0.17442140790745952,-5.237343297974917,2,458,16,530,0,0,0,0,0,,0.004925883852278878,15,6.780632470496046e-11,0.0,0,62,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 28.7, ""n"": 2137}, ""terminal"": {""ewma_gap_ms"": 891.7, ""n"": 1133}, ""think"": {""ewma_gap_ms"": 39.2, ""n"": 526}}"
7c3a1222-2024-471c-bfad-630eea2899ae,sd_c40,pydata__xarray-3364,pydata__xarray-3364,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,agentic,header,33,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,29d5f42fd33b69f58bb9aea9678906872040ebdbdc1e243084b009deabe1f343,2,16046,pydata__xarray-3364,35471,,1786017058.0597363,1786017125.8702724,1786017125.8702724,200,7301.0,989.0,4688.0,response,,,chatcmpl-a5f8ccdefd8e8e22,,67.81053614616394,,,False,,,False,True,False,1,False,,1,root,2,16046,1.0,1786017057.245,0.0,0,0,31,0.0,22206103,0.0,1492555,0.0,,,18154096,0.0,,,,,,,264253734912,0.0,634428325888,0.0,,,4.726003136135639,0.0,,11.593540890328583,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.09011174459010363,282,0,0,0,0,0,0,0,0,0,0,0,,0,38280,56987,13753,0,0,0,0,,14,4116,4116,4115,4116,-5.353784956605637,-5.237343297974917,-0.17442140790745952,-5.237343297974917,2,458,16,530,0,0,0,0,0,,0.004925883852278878,15,6.780632470496046e-11,0.0,0,62,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 28.7, ""n"": 2137}, ""terminal"": {""ewma_gap_ms"": 891.7, ""n"": 1133}, ""think"": {""ewma_gap_ms"": 39.2, ""n"": 526}}"
0b50b94a-e0d4-4364-a6e3-2b8446cf5791,sd_c40,mwaskom__seaborn-3407,mwaskom__seaborn-3407,d611d791b42c22eac4fa71910cae434c1914403a2deacbb597c1eed13748c6f4,agentic,header,24,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,d611d791b42c22eac4fa71910cae434c1914403a2deacbb597c1eed13748c6f4,d611d791b42c22eac4fa71910cae434c1914403a2deacbb597c1eed13748c6f4,2,18426,mwaskom__seaborn-3407,18151,,1786017058.132512,1786017105.0120409,1786017105.0120409,200,8040.0,724.0,4688.0,response,,,chatcmpl-8b34c5decbb4177d,,46.879528760910034,,,False,,,False,True,False,1,False,,1,root,2,18426,1.0,1786017057.245,0.0,0,0,31,0.0,22206103,0.0,1492555,0.0,,,18154096,0.0,,,,,,,264253734912,0.0,634428325888,0.0,,,4.726003136135639,0.0,,11.593540890328583,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.09011174459010363,282,0,0,0,0,0,0,0,0,0,0,0,,0,38280,56987,13753,0,0,0,0,,14,4116,4116,4115,4116,-5.353784956605637,-5.237343297974917,-0.17442140790745952,-5.237343297974917,2,458,16,530,0,0,0,0,0,,0.004925883852278878,15,6.780632470496046e-11,0.0,0,62,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 28.7, ""n"": 2137}, ""terminal"": {""ewma_gap_ms"": 891.7, ""n"": 1133}, ""think"": {""ewma_gap_ms"": 39.2, ""n"": 526}}"
2ce0ae24-6ef6-4315-8e5e-fb350105c7de,sd_c40,mwaskom__seaborn-3010,mwaskom__seaborn-3010,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,agentic,header,88,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,2,19531,mwaskom__seaborn-3010,68175,,1786017058.1417215,1786017126.6737456,1786017126.6737456,200,8459.0,1312.0,4704.0,response,,,chatcmpl-a56ab45bd840b262,file_editor,68.53202414512634,,,False,,,False,True,False,1,False,,1,root,2,19531,1.0,1786017057.245,0.0,0,0,31,0.0,22206103,0.0,1492555,0.0,,,18154096,0.0,,,,,,,264253734912,0.0,634428325888,0.0,,,4.726003136135639,0.0,,11.593540890328583,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.09011174459010363,282,0,0,0,0,0,0,0,0,0,0,0,,0,38280,56987,13753,0,0,0,0,,14,4116,4116,4115,4116,-5.353784956605637,-5.237343297974917,-0.17442140790745952,-5.237343297974917,2,458,16,530,0,0,0,0,0,,0.004925883852278878,15,6.780632470496046e-11,0.0,0,62,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 28.7, ""n"": 2137}, ""terminal"": {""ewma_gap_ms"": 891.7, ""n"": 1133}, ""think"": {""ewma_gap_ms"": 39.2, ""n"": 526}}"
95a9255a-5b73-41a1-9122-9ac06eb6e5f4,sd_c40,psf__requests-2148,psf__requests-2148,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,agentic,header,26,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,2,17762,psf__requests-2148,21987,,1786017058.174828,1786017099.1682608,1786017099.1682608,200,7935.0,564.0,4704.0,response,,,chatcmpl-b1ca2d95a836df98,think,40.99343276023865,,,False,,,False,True,False,1,False,,1,root,2,17762,1.0,1786017057.245,0.0,0,0,31,0.0,22206103,0.0,1492555,0.0,,,18154096,0.0,,,,,,,264253734912,0.0,634428325888,0.0,,,4.726003136135639,0.0,,11.593540890328583,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.09011174459010363,282,0,0,0,0,0,0,0,0,0,0,0,,0,38280,56987,13753,0,0,0,0,,14,4116,4116,4115,4116,-5.353784956605637,-5.237343297974917,-0.17442140790745952,-5.237343297974917,2,458,16,530,0,0,0,0,0,,0.004925883852278878,15,6.780632470496046e-11,0.0,0,62,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 28.7, ""n"": 2137}, ""terminal"": {""ewma_gap_ms"": 891.7, ""n"": 1133}, ""think"": {""ewma_gap_ms"": 39.2, ""n"": 526}}"
dfed6f32-0f6f-4c64-bf2c-0bd0ab1c7711,sd_c40,mwaskom__seaborn-2848,mwaskom__seaborn-2848,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,agentic,header,79,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,2,16385,mwaskom__seaborn-2848,47106,,1786017058.2418003,1786017128.3395064,1786017128.3395064,200,7415.0,1266.0,4704.0,response,,,chatcmpl-bd66b5e7f3427333,file_editor,70.09770607948303,,,False,,,False,True,False,1,False,,1,root,2,16385,1.0,1786017057.245,0.0,0,0,31,0.0,22206103,0.0,1492555,0.0,,,18154096,0.0,,,,,,,264253734912,0.0,634428325888,0.0,,,4.726003136135639,0.0,,11.593540890328583,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.09011174459010363,282,0,0,0,0,0,0,0,0,0,0,0,,0,38280,56987,13753,0,0,0,0,,14,4116,4116,4115,4116,-5.353784956605637,-5.237343297974917,-0.17442140790745952,-5.237343297974917,2,458,16,530,0,0,0,0,0,,0.004925883852278878,15,6.780632470496046e-11,0.0,0,62,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 28.7, ""n"": 2137}, ""terminal"": {""ewma_gap_ms"": 891.7, ""n"": 1133}, ""think"": {""ewma_gap_ms"": 39.2, ""n"": 526}}"
d337a2b7-4d87-4344-9a67-ffdad8ee1177,sd_c40,pydata__xarray-4248,pydata__xarray-4248,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,agentic,header,123,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,6fed2d7f2da2141903c6d7fc12f3a82754e11fc936fb1f166ce1e1d81528c889,2,16323,pydata__xarray-4248,67314,,1786017058.252087,1786017180.239167,1786017180.239167,200,7432.0,1880.0,4704.0,response,,,chatcmpl-820adeb55cf744b8,think,121.98707985877991,,,False,,,False,True,False,1,False,,1,root,2,16323,1.0,1786017057.245,0.0,0,0,31,0.0,22206103,0.0,1492555,0.0,,,18154096,0.0,,,,,,,264253734912,0.0,634428325888,0.0,,,4.726003136135639,0.0,,11.593540890328583,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.09011174459010363,282,0,0,0,0,0,0,0,0,0,0,0,,0,38280,56987,13753,0,0,0,0,,14,4116,4116,4115,4116,-5.353784956605637,-5.237343297974917,-0.17442140790745952,-5.237343297974917,2,458,16,530,0,0,0,0,0,,0.004925883852278878,15,6.780632470496046e-11,0.0,0,62,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 28.7, ""n"": 2137}, ""terminal"": {""ewma_gap_ms"": 891.7, ""n"": 1133}, ""think"": {""ewma_gap_ms"": 39.2, ""n"": 526}}"
4d49bbe0-633c-4c0b-9911-d212de94f342,sd_c40,mwaskom__seaborn-3190,mwaskom__seaborn-3190,1acaf03eb09082e3ba0e71f7b27f093b10f3fff4149aebd0cea4dbd92b10c121,agentic,header,52,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,1acaf03eb09082e3ba0e71f7b27f093b10f3fff4149aebd0cea4dbd92b10c121,1acaf03eb09082e3ba0e71f7b27f093b10f3fff4149aebd0cea4dbd92b10c121,2,17299,mwaskom__seaborn-3190,28836,,1786017058.2541084,1786017161.359954,1786017161.359954,200,7690.0,1538.0,4704.0,response,,,chatcmpl-9f0958b6c9b85f03,,103.10584568977356,,,False,,,False,True,False,1,False,,1,root,2,17299,1.0,1786017057.245,0.0,0,0,31,0.0,22206103,0.0,1492555,0.0,,,18154096,0.0,,,,,,,264253734912,0.0,634428325888,0.0,,,4.726003136135639,0.0,,11.593540890328583,0.0,,vllm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.09011174459010363,282,0,0,0,0,0,0,0,0,0,0,0,,0,38280,56987,13753,0,0,0,0,,14,4116,4116,4115,4116,-5.353784956605637,-5.237343297974917,-0.17442140790745952,-5.237343297974917,2,458,16,530,0,0,0,0,0,,0.004925883852278878,15,6.780632470496046e-11,0.0,0,62,,,,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 28.7, ""n"": 2137}, ""terminal"": {""ewma_gap_ms"": 891.7, ""n"": 1133}, ""think"": {""ewma_gap_ms"": 39.2, ""n"": 526}}"
