request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_load_time_s_mean,offload_alloc_failures,offload_alloc_failures_delta,engine
ae3640d4-28a4-43a1-b186-6317c4facd9a,agent-lambda02-500s,scikit-learn__scikit-learn-13142,scikit-learn__scikit-learn-13142,d911bff95b73ba6bb1053ca221bb2d0e8bb501deb42c48718d8a01a50105803d,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,d911bff95b73ba6bb1053ca221bb2d0e8bb501deb42c48718d8a01a50105803d,d911bff95b73ba6bb1053ca221bb2d0e8bb501deb42c48718d8a01a50105803d,2,17864,1784293613.316246,1784293964.6580672,1784293964.6580672,200,8173,3390,,response,,,351.34182119369507,,,False,,,False,True,False,1,False,,1,root,2,17864,1.0,1784293613.316,0.0,0,0,0,0.0,765099,0.0,64961,0.0,,,671568,0.0,,,,,,,,,,,,,,vllm
6b451063-2e62-4dd0-bc8e-b24f8656f4d7,agent-lambda02-500s,sympy__sympy-12171,sympy__sympy-12171,23a1fd154e1f7fe9a4e0d03ec11f6b202c2cf5cddefd3598b2926f5c2b5fe0aa,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,23a1fd154e1f7fe9a4e0d03ec11f6b202c2cf5cddefd3598b2926f5c2b5fe0aa,23a1fd154e1f7fe9a4e0d03ec11f6b202c2cf5cddefd3598b2926f5c2b5fe0aa,2,16051,1784293613.738149,1784293632.59473,1784293632.59473,200,7328,511,,response,,,18.85658097267151,,,False,,,False,True,False,1,False,,1,root,2,16051,1.0,1784293613.316,0.0,0,0,0,0.0,765099,0.0,64961,0.0,,,671568,0.0,,,,,,,,,,,,,,vllm
4f70639a-629b-4668-8d53-cdbacedc02fb,agent-lambda02-500s,sphinx-doc__sphinx-8282,sphinx-doc__sphinx-8282,73cc6bea6208dc3ced916adb821c5316f9e65349b2069add19105afe16b79897,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,73cc6bea6208dc3ced916adb821c5316f9e65349b2069add19105afe16b79897,73cc6bea6208dc3ced916adb821c5316f9e65349b2069add19105afe16b79897,2,16319,1784293613.7400153,1784293671.3818114,1784293671.3818114,200,7390,1317,,response,,,57.64179611206055,,,False,,,False,True,False,1,False,,1,root,2,16319,1.0,1784293613.316,0.0,0,0,0,0.0,765099,0.0,64961,0.0,,,671568,0.0,,,,,,,,,,,,,,vllm
a9dc74c7-04ea-4799-8f7a-2a525a5104c6,agent-lambda02-500s,psf__requests-1963,psf__requests-1963,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,2,16095,1784293613.7417994,1784293655.7570705,1784293655.7570705,200,7344,1035,,response,,,42.01527118682861,,,False,,,False,True,False,1,False,,1,root,2,16095,1.0,1784293613.316,0.0,0,0,0,0.0,765099,0.0,64961,0.0,,,671568,0.0,,,,,,,,,,,,,,vllm
10030510-dc6e-44c9-a1fc-9eb128fa4fd1,agent-lambda02-500s,sympy__sympy-18087,sympy__sympy-18087,91cba3cac262cafe0ebfe338ca6662ef437f34cc053f9a037a74713320294be1,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,91cba3cac262cafe0ebfe338ca6662ef437f34cc053f9a037a74713320294be1,91cba3cac262cafe0ebfe338ca6662ef437f34cc053f9a037a74713320294be1,2,15726,1784293613.7435236,1784293636.620574,1784293636.620574,200,7246,613,,response,,,22.877050399780273,,,False,,,False,True,False,1,False,,1,root,2,15726,1.0,1784293613.316,0.0,0,0,0,0.0,765099,0.0,64961,0.0,,,671568,0.0,,,,,,,,,,,,,,vllm
ac8f556b-a900-49c1-b68f-b2bd9b062fc4,agent-lambda02-500s,pytest-dev__pytest-5227,pytest-dev__pytest-5227,77d912a5b9c1e05e58c67336bc2c3c687b5ff897ae2783f4f5d56aced7e90f6a,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,77d912a5b9c1e05e58c67336bc2c3c687b5ff897ae2783f4f5d56aced7e90f6a,77d912a5b9c1e05e58c67336bc2c3c687b5ff897ae2783f4f5d56aced7e90f6a,2,16521,1784293613.7454321,1784293637.425618,1784293637.425618,200,7455,635,,response,,,23.680185794830322,,,False,,,False,True,False,1,False,,1,root,2,16521,1.0,1784293613.316,0.0,0,0,0,0.0,765099,0.0,64961,0.0,,,671568,0.0,,,,,,,,,,,,,,vllm
2751deef-5933-4d2b-b410-134f4edfa151,agent-lambda02-500s,sympy__sympy-13773,sympy__sympy-13773,9c67eeac4e11ec3ff4e503c7eb124f2586ea504af693a0d4c5b8fe5e2a8e51bd,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,9c67eeac4e11ec3ff4e503c7eb124f2586ea504af693a0d4c5b8fe5e2a8e51bd,9c67eeac4e11ec3ff4e503c7eb124f2586ea504af693a0d4c5b8fe5e2a8e51bd,2,16112,1784293613.74727,1784293792.8724751,1784293792.8724751,200,7395,2508,,response,,,179.12520503997803,,,False,,,False,True,False,1,False,,1,root,2,16112,1.0,1784293613.316,0.0,0,0,0,0.0,765099,0.0,64961,0.0,,,671568,0.0,,,,,,,,,,,,,,vllm
c5b2c0e7-a11d-4ee4-ac4a-3b5d31068809,agent-lambda02-500s,scikit-learn__scikit-learn-10508,scikit-learn__scikit-learn-10508,fd1cbaade3f7b8e2cabad3f62d25114c8e9e6529282cffd966128391a78edd8b,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,fd1cbaade3f7b8e2cabad3f62d25114c8e9e6529282cffd966128391a78edd8b,fd1cbaade3f7b8e2cabad3f62d25114c8e9e6529282cffd966128391a78edd8b,2,17156,1784293617.0194976,1784293647.328564,1784293647.328564,200,7619,782,,response,,,30.30906629562378,,,False,,,False,True,False,1,False,,1,root,2,17156,1.0,1784293613.316,0.0,0,0,0,0.0,765099,0.0,64961,0.0,,,671568,0.0,,,,,,,,,,,,,,vllm
114e2c61-9771-4f15-a5c4-0ec407dd494d,agent-lambda02-500s,sympy__sympy-18621,sympy__sympy-18621,f26fffd828930a9eb413b4d84b6db880935093ee7b5635fcb23cd531cc730a1d,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,f26fffd828930a9eb413b4d84b6db880935093ee7b5635fcb23cd531cc730a1d,f26fffd828930a9eb413b4d84b6db880935093ee7b5635fcb23cd531cc730a1d,2,17617,1784293628.2302732,1784293661.5758982,1784293661.5758982,200,7848,736,,response,,,33.345624923706055,,,False,,,False,True,False,1,False,,1,root,2,17617,1.0,1784293623.316,0.1863550221099178,0,8,0,0.0,825049,7619.0,66168,1174.0,0.9996062475390471,,728672,7616.0,,0.15692925453183193,,,,,,,,,,,,vllm
91e0221d-6975-425e-abed-142b4c312e86,agent-lambda02-500s,sympy__sympy-13915,sympy__sympy-13915,9f66cf0ab31b1cb6c4578ea6f64cfd348255adab7f3e0dfbc67e700ba41ace4f,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,9f66cf0ab31b1cb6c4578ea6f64cfd348255adab7f3e0dfbc67e700ba41ace4f,9f66cf0ab31b1cb6c4578ea6f64cfd348255adab7f3e0dfbc67e700ba41ace4f,2,16126,1784293630.0247247,1784293734.6609018,1784293734.6609018,200,7400,1598,,response,,,104.63617706298828,,,False,,,False,True,False,1,False,,1,root,2,16126,1.0,1784293628.316,0.1947778479679932,0,8,0,0.0,825049,0.0,67384,1216.0,,,728672,0.0,,,,,,,,,,,,,,vllm
