request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,response_id,tool_called,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_load_time_s_mean,offload_alloc_failures,offload_alloc_failures_delta,engine,hint_hints_received,hint_hints_unknown_req,hint_hints_no_blocks,hint_blocks_willneed,hint_blocks_dontneed,hint_blocks_pageout,hint_blocks_expired,hint_blocks_noop,hint_blocks_resumed,hint_blocks_dead_resurrected,hint_blocks_stolen_dead,hint_blocks_stolen_later,hint_blocks_stolen_soon,hint_apply_seconds,hint_reap_seconds,hint_record_seconds,hint_record_calls,hint_hint_queue_reached,hint_head_resident_probes,hint_head_absent,hint_head_refcnt_zero,hint_dead_included_root,hint_head_protected,hint_resurrect_head,hint_resurrect_tail,hint_shared_run_samples,hint_shared_run_sum,hint_shared_run_min,hint_shared_run_mean,hint_distinct_roots,hint_hash_chain_entries,hint_blocks_from_normal,hint_alloc_normal_after_dead,hint_hinted_inside_shared_run,hint_hint_lag_steps_sum,hint_hint_lag_max,hint_hint_lag_samples,hint_hint_lag_steps_mean,hint_prologue_probe_samples,hint_prologue_run_sum,hint_prologue_resident_sum,hint_prologue_referenced_sum,hint_prologue_first_hole_sum,hint_prologue_run_mean,hint_prologue_resident_mean,hint_prologue_referenced_mean,hint_prologue_first_hole_mean,hint_remote_kv_waiters_sum,hint_inflight_reserved_sum,hint_census_samples,hint_first_miss_probes,hint_first_miss_was_hinted,hint_first_miss_same_seq,hint_first_miss_other_seq,hint_first_miss_unknown_seq,hint_first_miss_hint_age_sum,hint_first_miss_hint_age_mean,hint_record_ms_mean,proxy_hint_tracked_sequences,proxy_hint_done_hints_sent,proxy_hint_done_no_known_requests,proxy_hint_hint_post_ok,proxy_hint_hint_post_failed,proxy_hint_hint_post_errors,proxy_hint_hint_post_404,proxy_hint_gap_hints_sent,proxy_hint_gap_hint_skipped_cold,proxy_hint_gap_discarded_stale,proxy_hint_tools_learned
eef31cf1-978d-45db-8d70-6eefdfd877c8,2rtxdn_c48,mwaskom__seaborn-2848,mwaskom__seaborn-2848,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,agentic,header,30,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,2,16385,1785762871.0021038,1785762929.831857,1785762929.831857,200,7415,704,0,response,,,chatcmpl-b8d11927555ed556,,58.829753160476685,,,False,,,False,True,False,1,False,,1,root,2,16385,1.0,1785762871.002,0.0,0,0,487,0.0,27498759,0.0,1592289,0.0,,,22196640,0.0,,,,,,,362752770048,0.0,940948062208,0.0,,,,vllm,63,13,23,0,13964,0,0,0,0,0,13964,0,0,0.05655967816710472,0.0,0.16725957859307528,569,0,50,0,0,0,0,0,0,50,17546,0,-3.2751341824881592,0,45290,120996,14473,0,6339,0,50,-8.612332772570682,32,9789,9789,9406,9789,-2.7506752701080472,-2.662289915966369,-0.3372348939576,-2.662289915966369,1,1,34,2756,0,0,0,0,0,,-0.044412280734135,37,63,2,63,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 25.3, ""n"": 1193}, ""terminal"": {""ewma_gap_ms"": 844.9, ""n"": 524}, ""think"": {""ewma_gap_ms"": 16.3, ""n"": 240}}"
78887af0-b80e-4c8d-b8bc-72516d53cddb,2rtxdn_c48,mwaskom__seaborn-3407,mwaskom__seaborn-3407,d611d791b42c22eac4fa71910cae434c1914403a2deacbb597c1eed13748c6f4,agentic,header,7,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,d611d791b42c22eac4fa71910cae434c1914403a2deacbb597c1eed13748c6f4,d611d791b42c22eac4fa71910cae434c1914403a2deacbb597c1eed13748c6f4,2,18426,1785762871.0088344,1785762927.8852365,1785762927.8852365,200,8040,667,4704,response,,,chatcmpl-b22f731e8e4dc568,think,56.876402139663696,,,False,,,False,True,False,1,False,,1,root,2,18426,1.0,1785762871.002,0.0,0,0,487,0.0,27498759,0.0,1592289,0.0,,,22196640,0.0,,,,,,,362752770048,0.0,940948062208,0.0,,,,vllm,63,13,23,0,13964,0,0,0,0,0,13964,0,0,0.05655967816710472,0.0,0.16725957859307528,569,0,50,0,0,0,0,0,0,50,17546,0,-3.2751341824881592,0,45290,120996,14473,0,6339,0,50,-8.612332772570682,32,9789,9789,9406,9789,-2.7506752701080472,-2.662289915966369,-0.3372348939576,-2.662289915966369,1,1,34,2756,0,0,0,0,0,,-0.044412280734135,37,63,2,63,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 25.3, ""n"": 1193}, ""terminal"": {""ewma_gap_ms"": 844.9, ""n"": 524}, ""think"": {""ewma_gap_ms"": 16.3, ""n"": 240}}"
5e14e519-5d55-4454-9a55-406fe3e14a07,2rtxdn_c48,pallets__flask-5063,pallets__flask-5063,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,agentic,header,55,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,083ae8c0e899ba99d2586dac9608748035e8b82069dfd5ebe663dfc77b900dc6,2,17525,1785762871.1135166,1785762956.2927787,1785762956.2927787,200,7518,1118,4688,response,,,chatcmpl-93a421492fdc8abc,think,85.17926216125488,,,False,,,False,True,False,1,False,,1,root,2,17525,1.0,1785762871.002,0.0,0,0,487,0.0,27498759,0.0,1592289,0.0,,,22196640,0.0,,,,,,,362752770048,0.0,940948062208,0.0,,,,vllm,63,13,23,0,13964,0,0,0,0,0,13964,0,0,0.05655967816710472,0.0,0.16725957859307528,569,0,50,0,0,0,0,0,0,50,17546,0,-3.2751341824881592,0,45290,120996,14473,0,6339,0,50,-8.612332772570682,32,9789,9789,9406,9789,-2.7506752701080472,-2.662289915966369,-0.3372348939576,-2.662289915966369,1,1,34,2756,0,0,0,0,0,,-0.044412280734135,37,63,2,63,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 25.3, ""n"": 1193}, ""terminal"": {""ewma_gap_ms"": 844.9, ""n"": 524}, ""think"": {""ewma_gap_ms"": 16.3, ""n"": 240}}"
0da45015-8482-4d37-b286-7d19d837a6f3,2rtxdn_c48,psf__requests-1963,psf__requests-1963,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,agentic,header,26,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,6a8a6f8ab4010bdb88f9ca312b5f638238ae2aabbcff501b6c0033732a4e8525,2,16095,1785762871.170263,1785762968.4649558,1785762968.4649558,200,7348,1265,4688,response,,,chatcmpl-bd04b89956ff2d5b,think,97.29469275474548,,,False,,,False,True,False,1,False,,1,root,2,16095,1.0,1785762871.002,0.0,0,0,487,0.0,27498759,0.0,1592289,0.0,,,22196640,0.0,,,,,,,362752770048,0.0,940948062208,0.0,,,,vllm,63,13,23,0,13964,0,0,0,0,0,13964,0,0,0.05655967816710472,0.0,0.16725957859307528,569,0,50,0,0,0,0,0,0,50,17546,0,-3.2751341824881592,0,45290,120996,14473,0,6339,0,50,-8.612332772570682,32,9789,9789,9406,9789,-2.7506752701080472,-2.662289915966369,-0.3372348939576,-2.662289915966369,1,1,34,2756,0,0,0,0,0,,-0.044412280734135,37,63,2,63,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 25.3, ""n"": 1193}, ""terminal"": {""ewma_gap_ms"": 844.9, ""n"": 524}, ""think"": {""ewma_gap_ms"": 16.3, ""n"": 240}}"
36e85071-41c3-45a0-864d-6b4b72eb7e57,2rtxdn_c48,pytest-dev__pytest-5221,pytest-dev__pytest-5221,87039de6a33f28b6db97bec0587e29e897737a7d7ad3f219f98ffbed373e0779,agentic,header,53,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,87039de6a33f28b6db97bec0587e29e897737a7d7ad3f219f98ffbed373e0779,87039de6a33f28b6db97bec0587e29e897737a7d7ad3f219f98ffbed373e0779,2,15639,1785762871.28757,1785762952.0300572,1785762952.0300572,200,7219,1062,4704,response,,,chatcmpl-b0559cd518adb37a,terminal,80.74248719215393,,,False,,,False,True,False,1,False,,1,root,2,15639,1.0,1785762871.002,0.0,0,0,487,0.0,27498759,0.0,1592289,0.0,,,22196640,0.0,,,,,,,362752770048,0.0,940948062208,0.0,,,,vllm,63,13,23,0,13964,0,0,0,0,0,13964,0,0,0.05655967816710472,0.0,0.16725957859307528,569,0,50,0,0,0,0,0,0,50,17546,0,-3.2751341824881592,0,45290,120996,14473,0,6339,0,50,-8.612332772570682,32,9789,9789,9406,9789,-2.7506752701080472,-2.662289915966369,-0.3372348939576,-2.662289915966369,1,1,34,2756,0,0,0,0,0,,-0.044412280734135,37,63,2,63,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 25.3, ""n"": 1193}, ""terminal"": {""ewma_gap_ms"": 844.9, ""n"": 524}, ""think"": {""ewma_gap_ms"": 16.3, ""n"": 240}}"
216d8fdf-3a6b-496d-ae16-60c912466d55,2rtxdn_c48,mwaskom__seaborn-3010,mwaskom__seaborn-3010,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,agentic,header,37,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,2,19531,1785762871.2886343,1785762939.9602926,1785762939.9602926,200,8459,869,4704,response,,,chatcmpl-b386ac94154e576a,think,68.6716582775116,,,False,,,False,True,False,1,False,,1,root,2,19531,1.0,1785762871.002,0.0,0,0,487,0.0,27498759,0.0,1592289,0.0,,,22196640,0.0,,,,,,,362752770048,0.0,940948062208,0.0,,,,vllm,63,13,23,0,13964,0,0,0,0,0,13964,0,0,0.05655967816710472,0.0,0.16725957859307528,569,0,50,0,0,0,0,0,0,50,17546,0,-3.2751341824881592,0,45290,120996,14473,0,6339,0,50,-8.612332772570682,32,9789,9789,9406,9789,-2.7506752701080472,-2.662289915966369,-0.3372348939576,-2.662289915966369,1,1,34,2756,0,0,0,0,0,,-0.044412280734135,37,63,2,63,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 25.3, ""n"": 1193}, ""terminal"": {""ewma_gap_ms"": 844.9, ""n"": 524}, ""think"": {""ewma_gap_ms"": 16.3, ""n"": 240}}"
d90d24a5-ef83-4b45-b936-d137104b30aa,2rtxdn_c48,psf__requests-2148,psf__requests-2148,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,agentic,header,10,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,56eb8e5416bc5a0ffd270331a03bd17806f2490a9ad853e6ce4a24019621d308,2,17762,1785762871.2989464,1785762958.487103,1785762958.487103,200,7935,1147,4704,response,,,chatcmpl-83cc500c01b4813f,,87.18815660476685,,,False,,,False,True,False,1,False,,1,root,2,17762,1.0,1785762871.002,0.0,0,0,487,0.0,27498759,0.0,1592289,0.0,,,22196640,0.0,,,,,,,362752770048,0.0,940948062208,0.0,,,,vllm,63,13,23,0,13964,0,0,0,0,0,13964,0,0,0.05655967816710472,0.0,0.16725957859307528,569,0,50,0,0,0,0,0,0,50,17546,0,-3.2751341824881592,0,45290,120996,14473,0,6339,0,50,-8.612332772570682,32,9789,9789,9406,9789,-2.7506752701080472,-2.662289915966369,-0.3372348939576,-2.662289915966369,1,1,34,2756,0,0,0,0,0,,-0.044412280734135,37,63,2,63,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 25.3, ""n"": 1193}, ""terminal"": {""ewma_gap_ms"": 844.9, ""n"": 524}, ""think"": {""ewma_gap_ms"": 16.3, ""n"": 240}}"
6007892d-c9d7-4d15-a6d0-2df68a27637f,2rtxdn_c48,psf__requests-2674,psf__requests-2674,3a19a901ba0ea82d8cff0abca9bb3b279b212ad321c940fafad0359794252a13,agentic,header,5,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,3a19a901ba0ea82d8cff0abca9bb3b279b212ad321c940fafad0359794252a13,3a19a901ba0ea82d8cff0abca9bb3b279b212ad321c940fafad0359794252a13,2,15917,1785762871.4732263,1785762942.555549,1785762942.555549,200,7278,915,4704,response,,,chatcmpl-b7349c8b7d74df26,,71.08232259750366,,,False,,,False,True,False,1,False,,1,root,2,15917,1.0,1785762871.002,0.0,0,0,487,0.0,27498759,0.0,1592289,0.0,,,22196640,0.0,,,,,,,362752770048,0.0,940948062208,0.0,,,,vllm,63,13,23,0,13964,0,0,0,0,0,13964,0,0,0.05655967816710472,0.0,0.16725957859307528,569,0,50,0,0,0,0,0,0,50,17546,0,-3.2751341824881592,0,45290,120996,14473,0,6339,0,50,-8.612332772570682,32,9789,9789,9406,9789,-2.7506752701080472,-2.662289915966369,-0.3372348939576,-2.662289915966369,1,1,34,2756,0,0,0,0,0,,-0.044412280734135,37,63,2,63,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 25.3, ""n"": 1193}, ""terminal"": {""ewma_gap_ms"": 844.9, ""n"": 524}, ""think"": {""ewma_gap_ms"": 16.3, ""n"": 240}}"
4709c0d5-8bcf-4fc2-8d9d-d14b40bcf01c,2rtxdn_c48,pylint-dev__pylint-7080,pylint-dev__pylint-7080,b49786435607eef849d6719daa6f1ee85053c38a3d51d0e3c2ce7018fede6f93,agentic,header,49,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,b49786435607eef849d6719daa6f1ee85053c38a3d51d0e3c2ce7018fede6f93,b49786435607eef849d6719daa6f1ee85053c38a3d51d0e3c2ce7018fede6f93,2,41155,1785762871.47488,1785762951.0082371,1785762951.0082371,200,14890,1041,4688,response,,,chatcmpl-84d0882af5d7fb73,think,79.5333571434021,,,False,,,False,True,False,1,False,,1,root,2,41155,1.0,1785762871.002,0.0,0,0,487,0.0,27498759,0.0,1592289,0.0,,,22196640,0.0,,,,,,,362752770048,0.0,940948062208,0.0,,,,vllm,63,13,23,0,13964,0,0,0,0,0,13964,0,0,0.05655967816710472,0.0,0.16725957859307528,569,0,50,0,0,0,0,0,0,50,17546,0,-3.2751341824881592,0,45290,120996,14473,0,6339,0,50,-8.612332772570682,32,9789,9789,9406,9789,-2.7506752701080472,-2.662289915966369,-0.3372348939576,-2.662289915966369,1,1,34,2756,0,0,0,0,0,,-0.044412280734135,37,63,2,63,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 25.3, ""n"": 1193}, ""terminal"": {""ewma_gap_ms"": 844.9, ""n"": 524}, ""think"": {""ewma_gap_ms"": 16.3, ""n"": 240}}"
d1bb15b8-8634-4d9b-aaf8-04f775a863ed,2rtxdn_c48,psf__requests-2317,psf__requests-2317,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,agentic,header,11,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,3846717111b46438dc2440889a3de3f17a616e96091939b11e7160cff1b5b1f8,2,16261,1785762871.478782,1785762957.0917308,1785762957.0917308,200,7384,1128,4704,response,,,chatcmpl-af87e542e24b23b5,think,85.61294889450073,,,False,,,False,True,False,1,False,,1,root,2,16261,1.0,1785762871.002,0.0,0,0,487,0.0,27498759,0.0,1592289,0.0,,,22196640,0.0,,,,,,,362752770048,0.0,940948062208,0.0,,,,vllm,63,13,23,0,13964,0,0,0,0,0,13964,0,0,0.05655967816710472,0.0,0.16725957859307528,569,0,50,0,0,0,0,0,0,50,17546,0,-3.2751341824881592,0,45290,120996,14473,0,6339,0,50,-8.612332772570682,32,9789,9789,9406,9789,-2.7506752701080472,-2.662289915966369,-0.3372348939576,-2.662289915966369,1,1,34,2756,0,0,0,0,0,,-0.044412280734135,37,63,2,63,,,,,,,"{""file_editor"": {""ewma_gap_ms"": 25.3, ""n"": 1193}, ""terminal"": {""ewma_gap_ms"": 844.9, ""n"": 524}, ""think"": {""ewma_gap_ms"": 16.3, ""n"": 240}}"
