request_id,run_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,cached_tokens_total,cached_tokens_total_delta,prefill_recompute_tokens_mean,ttft_server_s_mean,queue_time_s_mean,prefill_time_s_mean,decode_time_s_mean,external_prefix_cache_hit_rate,offload_load_bytes,offload_load_bytes_delta,offload_store_bytes,offload_store_bytes_delta,offload_load_time_s_mean,offload_alloc_failures,offload_alloc_failures_delta,engine
14c7c24e-b257-4f3e-a47c-fc31176d8488,bf16_c24,django__django-10924,django__django-10924,2e3e123d5e76cb7d6d12af8f0ea709eb54ca93c2b1bb30b94cc6ad102f4fc926,agentic,header,10,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,2e3e123d5e76cb7d6d12af8f0ea709eb54ca93c2b1bb30b94cc6ad102f4fc926,2e3e123d5e76cb7d6d12af8f0ea709eb54ca93c2b1bb30b94cc6ad102f4fc926,2,16235,1784816453.0464222,1784816615.5320373,1784816615.5320373,200,7335,1802,,response,,,162.4856150150299,,,False,,,False,True,False,1,False,,1,root,2,16235,1.0,1784816453.046,0.0,0,0,8,0.0,2907950,0.0,206289,0.0,,,1583152,0.0,,,,,,,,,,,,,,vllm
a5c0f71e-e368-459a-a4d2-1a8ad28c6917,bf16_c24,pytest-dev__pytest-11148,pytest-dev__pytest-11148,59fbbd19449e8444a972f284eae8061de2ef317ef47f9560cd6e57d8b9258bf4,agentic,header,11,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,59fbbd19449e8444a972f284eae8061de2ef317ef47f9560cd6e57d8b9258bf4,59fbbd19449e8444a972f284eae8061de2ef317ef47f9560cd6e57d8b9258bf4,2,18694,1784816453.051048,1784816621.6226287,1784816621.6226287,200,7930,1835,,response,,,168.57158064842224,,,False,,,False,True,False,1,False,,1,root,2,18694,1.0,1784816453.046,0.0,0,0,8,0.0,2907950,0.0,206289,0.0,,,1583152,0.0,,,,,,,,,,,,,,vllm
e470b62a-23bf-4444-aa4a-717114da3c8d,bf16_c24,mwaskom__seaborn-3010,mwaskom__seaborn-3010,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,agentic,header,1,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,9d97fc0c697ec3aee5a3894be341bce114e3671ff7c93d493d26a2c1fbf7e726,2,19531,1784816453.0544803,1784816515.4735072,1784816515.4735072,200,8455,630,,response,,,62.41902685165405,,,False,,,False,True,False,1,False,,1,root,2,19531,1.0,1784816453.046,0.0,0,0,8,0.0,2907950,0.0,206289,0.0,,,1583152,0.0,,,,,,,,,,,,,,vllm
d9c72ded-4370-4b2f-af69-0940500961d9,bf16_c24,pallets__flask-4045,pallets__flask-4045,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,agentic,header,7,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,80f7b9116a5ec64fa5b0f9ec0ca8165504fbb6a3184475e1d7d274326e79cbf0,2,15630,1784816453.0952644,1784816551.6785882,1784816551.6785882,200,7214,1226,,response,,,98.58332371711731,,,False,,,False,True,False,1,False,,1,root,2,15630,1.0,1784816453.046,0.0,0,0,8,0.0,2907950,0.0,206289,0.0,,,1583152,0.0,,,,,,,,,,,,,,vllm
1fb57f80-00fc-4795-a404-8308bf455acf,bf16_c24,pallets__flask-4992,pallets__flask-4992,fc9d42d43e645e4ef9881b8809e89dc1a34aeb684050aebbaabbb3ff78fc9ee0,agentic,header,7,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,fc9d42d43e645e4ef9881b8809e89dc1a34aeb684050aebbaabbb3ff78fc9ee0,fc9d42d43e645e4ef9881b8809e89dc1a34aeb684050aebbaabbb3ff78fc9ee0,2,16595,1784816453.136971,1784816532.4142308,1784816532.4142308,200,7441,912,,response,,,79.27725982666016,,,False,,,False,True,False,1,False,,1,root,2,16595,1.0,1784816453.046,0.0,0,0,8,0.0,2907950,0.0,206289,0.0,,,1583152,0.0,,,,,,,,,,,,,,vllm
f5191af3-73ea-4bc5-af3b-e7d24067ac24,bf16_c24,pydata__xarray-4094,pydata__xarray-4094,10210ff95cc537a385031e6b4159bcc33e451ddbc3ac2a8c0099fbdd5611edc4,agentic,header,11,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,10210ff95cc537a385031e6b4159bcc33e451ddbc3ac2a8c0099fbdd5611edc4,10210ff95cc537a385031e6b4159bcc33e451ddbc3ac2a8c0099fbdd5611edc4,2,17160,1784816453.1444116,1784816644.587217,1784816644.587217,200,7754,2113,,response,,,191.44280552864075,,,False,,,False,True,False,1,False,,1,root,2,17160,1.0,1784816453.046,0.0,0,0,8,0.0,2907950,0.0,206289,0.0,,,1583152,0.0,,,,,,,,,,,,,,vllm
10f72bfd-0328-4f96-9849-95c6a85fd887,bf16_c24,astropy__astropy-12907,astropy__astropy-12907,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,agentic,header,12,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,2,16722,1784816453.153714,1784816522.3025167,1784816522.3025167,200,7490,742,,response,,,69.14880275726318,,,False,,,False,True,False,1,False,,1,root,2,16722,1.0,1784816453.046,0.0,0,0,8,0.0,2907950,0.0,206289,0.0,,,1583152,0.0,,,,,,,,,,,,,,vllm
e31fe056-684e-4d90-a1c5-1fdddf24d61a,bf16_c24,mwaskom__seaborn-2848,mwaskom__seaborn-2848,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,agentic,header,1,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,30c502a4a9d1df42fd38fe33987281dc240e1b5a4b40ff50bc54d55b39ebe902,2,16385,1784816453.1878402,1784816542.2910564,1784816542.2910564,200,7411,1062,,response,,,89.10321617126465,,,False,,,False,True,False,1,False,,1,root,2,16385,1.0,1784816453.046,0.0,0,0,8,0.0,2907950,0.0,206289,0.0,,,1583152,0.0,,,,,,,,,,,,,,vllm
87dbe433-a8cd-4d4b-b891-d7f4e35ebd95,bf16_c24,sphinx-doc__sphinx-10451,sphinx-doc__sphinx-10451,fa766e529457d27feb78163d291515d2d990dbb6011d37679f710c26961fd2db,agentic,header,10,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,fa766e529457d27feb78163d291515d2d990dbb6011d37679f710c26961fd2db,fa766e529457d27feb78163d291515d2d990dbb6011d37679f710c26961fd2db,2,17258,1784816453.1922138,1784816729.5943022,1784816729.5943022,200,7588,2948,,response,,,276.4020884037018,,,False,,,False,True,False,1,False,,1,root,2,17258,1.0,1784816453.046,0.0,0,0,8,0.0,2907950,0.0,206289,0.0,,,1583152,0.0,,,,,,,,,,,,,,vllm
9b037b9f-8502-4ba0-a94d-ab4e6781cb91,bf16_c24,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,16,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,2,17387,1784816453.195087,1784816519.4380722,1784816519.4380722,200,7697,690,,response,,,66.24298524856567,,,False,,,False,True,False,1,False,,1,root,2,17387,1.0,1784816453.046,0.0,0,0,8,0.0,2907950,0.0,206289,0.0,,,1583152,0.0,,,,,,,,,,,,,,vllm
